Binomial.1.2,Order.1.2,Family.1.2,current.range,present.natural.range,current.range.km2,present.natural.range.km2
Abditomys_latidens,Rodentia,Muridae,5,9,46561.84243321518,83811.31637978733
Abeomelomys_sevia,Rodentia,Muridae,10,10,93123.68486643035,93123.68486643035
Abrawayaomys_ruschii,Rodentia,Cricetidae,20,20,186247.3697328607,186247.3697328607
Abrocoma_bennettii,Rodentia,Abrocomidae,28,28,260746.317626005,260746.317626005
Abrocoma_boliviensis,Rodentia,Abrocomidae,1,1,9312.368486643036,9312.368486643036
Abrocoma_budini,Rodentia,Abrocomidae,2,2,18624.73697328607,18624.73697328607
Abrocoma_cinerea,Rodentia,Abrocomidae,82,82,763614.215904729,763614.215904729
Abrocoma_famatina,Rodentia,Abrocomidae,4,4,37249.47394657214,37249.47394657214
Abrocoma_shistacea,Rodentia,Abrocomidae,4,4,37249.47394657214,37249.47394657214
Abrocoma_uspallata,Rodentia,Abrocomidae,1,1,9312.368486643036,9312.368486643036
Abrocoma_vaccarum,Rodentia,Abrocomidae,1,1,9312.368486643036,9312.368486643036
Abrothrix_andinus,Rodentia,Cricetidae,103,103,959173.9541242326,959173.9541242326
Abrothrix_illutea,Rodentia,Cricetidae,12,12,111748.42183971644,111748.42183971644
Abrothrix_jelskii,Rodentia,Cricetidae,89,89,828800.7953112302,828800.7953112302
Abrothrix_lanosus,Rodentia,Cricetidae,17,17,158310.2642729316,158310.2642729316
Abrothrix_longipilis,Rodentia,Cricetidae,116,116,1080234.7444505922,1080234.7444505922
Abrothrix_olivaceus,Rodentia,Cricetidae,177,177,1648289.2221358174,1648289.2221358174
Abrothrix_sanborni,Rodentia,Cricetidae,12,12,111748.42183971644,111748.42183971644
Acinonyx_jubatus,Carnivora,Felidae,870,4269,8101760.583379441,39754501.06947912
Acomys_airensis,Rodentia,Muridae,238,238,2216343.6998210424,2216343.6998210424
Acomys_cahirinus,Rodentia,Muridae,534,534,4972804.771867381,4972804.771867381
Acomys_cilicicus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Acomys_cineraceus,Rodentia,Muridae,166,166,1545853.1687827439,1545853.1687827439
Acomys_dimidiatus,Rodentia,Muridae,270,270,2514339.4913936197,2514339.4913936197
Acomys_ignitus,Rodentia,Muridae,22,22,204872.1067061468,204872.1067061468
Acomys_johannis,Rodentia,Muridae,73,73,679802.8995249416,679802.8995249416
Acomys_kempi,Rodentia,Muridae,91,91,847425.5322845163,847425.5322845163
Acomys_louisae,Rodentia,Muridae,109,109,1015048.165044091,1015048.165044091
Acomys_minous,Rodentia,Muridae,6,6,55874.21091985822,55874.21091985822
Acomys_mullah,Rodentia,Muridae,35,35,325932.89703250624,325932.89703250624
Acomys_nesiotes,Rodentia,Muridae,6,6,55874.21091985822,55874.21091985822
Acomys_percivali,Rodentia,Muridae,43,43,400431.8449256505,400431.8449256505
Acomys_russatus,Rodentia,Muridae,130,130,1210607.9032635947,1210607.9032635947
Acomys_seurati,Rodentia,Muridae,46,46,428368.95038557966,428368.95038557966
Acomys_spinosissimus,Rodentia,Muridae,247,247,2300155.0162008298,2300155.0162008298
Acomys_subspinosus,Rodentia,Muridae,17,17,158310.2642729316,158310.2642729316
Acomys_wilsoni,Rodentia,Muridae,186,186,1732100.5385156046,1732100.5385156046
Aconaemys_fuscus,Rodentia,Octodontidae,8,8,74498.94789314429,74498.94789314429
Aconaemys_porteri,Rodentia,Octodontidae,8,8,74498.94789314429,74498.94789314429
Aconaemys_sagei,Rodentia,Octodontidae,13,13,121060.79032635946,121060.79032635946
Acratocnus_odontrigonus,Pilosa,Megalonychidae,0,3,0,27937.10545992911
Acratocnus_ye,Pilosa,Megalonychidae,0,20,0,186247.3697328607
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,198,204,1843848.9603553212,1899723.1712751794
Addax_nasomaculatus,Cetartiodactyla,Bovidae,24,153,223496.84367943287,1424792.3784563844
Aegialomys_galapagoensis,Rodentia,Cricetidae,1,2,9312.368486643036,18624.73697328607
Aegialomys_xanthaeolus,Rodentia,Cricetidae,66,66,614616.3201184403,614616.3201184403
Aepeomys_lugens,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Aepeomys_reigi,Rodentia,Cricetidae,3,3,27937.10545992911,27937.10545992911
Aepyceros_melampus,Cetartiodactyla,Bovidae,461,461,4293001.872342439,4293001.872342439
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,95,127,884675.0062310884,1182670.7978036655
Aeretes_melanopterus,Rodentia,Sciuridae,17,17,158310.2642729316,158310.2642729316
Aeromys_tephromelas,Rodentia,Sciuridae,83,141,772926.5843913719,1313043.956616668
Aeromys_thomasi,Rodentia,Sciuridae,73,73,679802.8995249416,679802.8995249416
Aethomys_bocagei,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Aethomys_chrysophilus,Rodentia,Muridae,529,529,4926242.929434166,4926242.929434166
Aethomys_granti,Rodentia,Muridae,27,27,251433.94913936197,251433.94913936197
Aethomys_hindei,Rodentia,Muridae,316,316,2942708.4417791995,2942708.4417791995
Aethomys_ineptus,Rodentia,Muridae,84,84,782238.952878015,782238.952878015
Aethomys_kaiseri,Rodentia,Muridae,237,237,2207031.3313343995,2207031.3313343995
Aethomys_namaquensis,Rodentia,Muridae,417,417,3883257.658930146,3883257.658930146
Aethomys_nyikae,Rodentia,Muridae,126,126,1173358.4293170224,1173358.4293170224
Aethomys_silindensis,Rodentia,Muridae,9,9,83811.31637978733,83811.31637978733
Aethomys_stannarius,Rodentia,Muridae,26,26,242121.58065271893,242121.58065271893
Aethomys_thomasi,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Agalmaceros_blicki,Cetartiodactyla,Cervidae,0,80,0,744989.4789314428
Ailuropoda_melanoleuca,Carnivora,Ursidae,26,211,242121.58065271893,1964909.7506816806
Ailurops_melanotis,Diprotodontia,Phalangeridae,3,3,27937.10545992911,27937.10545992911
Ailurops_ursinus,Diprotodontia,Phalangeridae,53,53,493555.5297920809,493555.5297920809
Ailurus_fulgens,Carnivora,Ailuridae,84,137,782238.952878015,1275794.482670096
Akodon_aerosus,Rodentia,Cricetidae,46,46,428368.95038557966,428368.95038557966
Akodon_affinis,Rodentia,Cricetidae,14,14,130373.1588130025,130373.1588130025
Akodon_albiventer,Rodentia,Cricetidae,68,68,633241.0570917265,633241.0570917265
Akodon_aliquantulus,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Akodon_azarae,Rodentia,Cricetidae,171,171,1592415.0112159592,1592415.0112159592
Akodon_boliviensis,Rodentia,Cricetidae,45,45,419056.5818989366,419056.5818989366
Akodon_budini,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Akodon_cursor,Rodentia,Cricetidae,132,132,1229232.6402368806,1229232.6402368806
Akodon_dayi,Rodentia,Cricetidae,51,51,474930.79281879484,474930.79281879484
Akodon_dolores,Rodentia,Cricetidae,17,17,158310.2642729316,158310.2642729316
Akodon_fumeus,Rodentia,Cricetidae,36,36,335245.2655191493,335245.2655191493
Akodon_iniscatus,Rodentia,Cricetidae,89,89,828800.7953112302,828800.7953112302
Akodon_juninensis,Rodentia,Cricetidae,29,29,270058.68611264805,270058.68611264805
Akodon_kofordi,Rodentia,Cricetidae,9,9,83811.31637978733,83811.31637978733
Akodon_leucolimnaeus,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Akodon_lindberghi,Rodentia,Cricetidae,6,30,55874.21091985822,279371.05459929106
Akodon_lutescens,Rodentia,Cricetidae,34,34,316620.5285458632,316620.5285458632
Akodon_mimus,Rodentia,Cricetidae,19,19,176935.00124621767,176935.00124621767
Akodon_molinae,Rodentia,Cricetidae,70,70,651865.7940650125,651865.7940650125
Akodon_mollis,Rodentia,Cricetidae,52,52,484243.16130543785,484243.16130543785
Akodon_montensis,Rodentia,Cricetidae,147,147,1368918.1675365262,1368918.1675365262
Akodon_mystax,Rodentia,Cricetidae,3,3,27937.10545992911,27937.10545992911
Akodon_neocenus,Rodentia,Cricetidae,12,12,111748.42183971644,111748.42183971644
Akodon_oenos,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Akodon_orophilus,Rodentia,Cricetidae,14,14,130373.1588130025,130373.1588130025
Akodon_paranaensis,Rodentia,Cricetidae,53,53,493555.5297920809,493555.5297920809
Akodon_pervalens,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Akodon_philipmyersi,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Akodon_reigi,Rodentia,Cricetidae,13,13,121060.79032635946,121060.79032635946
Akodon_sanctipaulensis,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Akodon_serrensis,Rodentia,Cricetidae,55,55,512180.26676536695,512180.26676536695
Akodon_siberiae,Rodentia,Cricetidae,10,10,93123.68486643035,93123.68486643035
Akodon_simulator,Rodentia,Cricetidae,33,33,307308.16005922016,307308.16005922016
Akodon_spegazzinii,Rodentia,Cricetidae,16,16,148997.89578628857,148997.89578628857
Akodon_subfuscus,Rodentia,Cricetidae,39,39,363182.3709790784,363182.3709790784
Akodon_surdus,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Akodon_sylvanus,Rodentia,Cricetidae,14,14,130373.1588130025,130373.1588130025
Akodon_toba,Rodentia,Cricetidae,67,67,623928.6886050834,623928.6886050834
Akodon_torques,Rodentia,Cricetidae,19,19,176935.00124621767,176935.00124621767
Akodon_varius,Rodentia,Cricetidae,40,40,372494.7394657214,372494.7394657214
Alcelaphus_buselaphus,Cetartiodactyla,Bovidae,952,1116,8865374.79928417,10392603.231093628
Alces_alces,Cetartiodactyla,Cervidae,2946,3398,27434237.561650384,31643428.117613036
Allactaga_balikunica,Rodentia,Dipodidae,48,48,446993.68735886575,446993.68735886575
Allactaga_bullata,Rodentia,Dipodidae,214,214,1992846.8561416096,1992846.8561416096
Allactaga_elater,Rodentia,Dipodidae,539,539,5019366.6143005965,5019366.6143005965
Allactaga_euphratica,Rodentia,Dipodidae,102,102,949861.5856375897,949861.5856375897
Allactaga_firouzi,Rodentia,Dipodidae,4,4,37249.47394657214,37249.47394657214
Allactaga_hotsoni,Rodentia,Dipodidae,74,74,689115.2680115846,689115.2680115846
Allactaga_major,Rodentia,Dipodidae,582,582,5419798.459226247,5419798.459226247
Allactaga_severtzovi,Rodentia,Dipodidae,150,150,1396855.2729964554,1396855.2729964554
Allactaga_sibirica,Rodentia,Dipodidae,740,740,6891152.680115847,6891152.680115847
Allactaga_tetradactyla,Rodentia,Dipodidae,18,21,167622.63275957466,195559.73821950375
Allactaga_vinogradovi,Rodentia,Dipodidae,24,24,223496.84367943287,223496.84367943287
Allactaga_williamsi,Rodentia,Dipodidae,128,128,1191983.1662903086,1191983.1662903086
Allactodipus_bobrinskii,Rodentia,Dipodidae,62,62,577366.8461718683,577366.8461718683
Allenopithecus_nigroviridis,Primates,Cercopithecidae,75,75,698427.6364982277,698427.6364982277
Allocebus_trichotis,Primates,Cheirogaleidae,16,39,148997.89578628857,363182.3709790784
Allochrocebus_lhoesti,Primates,Cercopithecidae,44,44,409744.2134122936,409744.2134122936
Allochrocebus_preussi,Primates,Cercopithecidae,12,13,111748.42183971644,121060.79032635946
Allochrocebus_solatus,Primates,Cercopithecidae,5,5,46561.84243321518,46561.84243321518
Allocricetulus_curtatus,Rodentia,Cricetidae,211,211,1964909.7506816806,1964909.7506816806
Allocricetulus_eversmanni,Rodentia,Cricetidae,248,248,2309467.384687473,2309467.384687473
Alouatta_arctoidea,Primates,Atelidae,64,64,595991.5831451543,595991.5831451543
Alouatta_belzebul,Primates,Atelidae,131,131,1219920.2717502378,1219920.2717502378
Alouatta_caraya,Primates,Atelidae,396,396,3687697.9207106424,3687697.9207106424
Alouatta_discolor,Primates,Atelidae,64,64,595991.5831451543,595991.5831451543
Alouatta_guariba,Primates,Atelidae,158,158,1471354.2208895998,1471354.2208895998
Alouatta_macconnelli,Primates,Atelidae,232,232,2160469.4889011844,2160469.4889011844
Alouatta_nigerrima,Primates,Atelidae,42,42,391119.4764390075,391119.4764390075
Alouatta_palliata,Primates,Atelidae,125,125,1164046.0608303794,1164046.0608303794
Alouatta_pigra,Primates,Atelidae,41,41,381807.1079523645,381807.1079523645
Alouatta_sara,Primates,Atelidae,60,60,558742.1091985821,558742.1091985821
Alouatta_seniculus,Primates,Atelidae,0,0,0,0
Alouatta_ululata,Primates,Atelidae,22,22,204872.1067061468,204872.1067061468
Alticola_albicaudus,Rodentia,Cricetidae,16,16,148997.89578628857,148997.89578628857
Alticola_argentatus,Rodentia,Cricetidae,219,219,2039408.6985748247,2039408.6985748247
Alticola_barakshin,Rodentia,Cricetidae,63,63,586679.2146585112,586679.2146585112
Alticola_lemminus,Rodentia,Cricetidae,369,369,3436263.97157128,3436263.97157128
Alticola_macrotis,Rodentia,Cricetidae,114,114,1061610.007477306,1061610.007477306
Alticola_montosa,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Alticola_olchonensis,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Alticola_roylei,Rodentia,Cricetidae,14,14,130373.1588130025,130373.1588130025
Alticola_semicanus,Rodentia,Cricetidae,116,116,1080234.7444505922,1080234.7444505922
Alticola_stoliczkanus,Rodentia,Cricetidae,292,292,2719211.5980997663,2719211.5980997663
Alticola_strelzowi,Rodentia,Cricetidae,97,97,903299.7432043744,903299.7432043744
Alticola_tuvinicus,Rodentia,Cricetidae,37,37,344557.6340057923,344557.6340057923
Amblyrhiza_inundata,Rodentia,Echimyidae,0,2,0,18624.73697328607
Amblysomus_corriae,Afrosoricida,Chrysochloridae,16,16,148997.89578628857,148997.89578628857
Amblysomus_hottentotus,Afrosoricida,Chrysochloridae,42,42,391119.4764390075,391119.4764390075
Amblysomus_marleyi,Afrosoricida,Chrysochloridae,4,4,37249.47394657214,37249.47394657214
Amblysomus_robustus,Afrosoricida,Chrysochloridae,5,5,46561.84243321518,46561.84243321518
Amblysomus_septentrionalis,Afrosoricida,Chrysochloridae,15,15,139685.52729964553,139685.52729964553
Ammodillus_imbellis,Rodentia,Muridae,26,26,242121.58065271893,242121.58065271893
Ammodorcas_clarkei,Cetartiodactyla,Bovidae,26,41,242121.58065271893,381807.1079523645
Ammospermophilus_harrisii,Rodentia,Sciuridae,44,44,409744.2134122936,409744.2134122936
Ammospermophilus_interpres,Rodentia,Sciuridae,54,54,502867.89827872394,502867.89827872394
Ammospermophilus_leucurus,Rodentia,Sciuridae,162,162,1508603.6948361718,1508603.6948361718
Ammospermophilus_nelsoni,Rodentia,Sciuridae,4,6,37249.47394657214,55874.21091985822
Ammotragus_lervia,Cetartiodactyla,Bovidae,309,873,2877521.8623726983,8129697.68883937
Amphinectomys_savamis,Rodentia,Cricetidae,1,1,9312.368486643036,9312.368486643036
Anathana_ellioti,Scandentia,Tupaiidae,188,188,1750725.2754888907,1750725.2754888907
Andalgalomys_olrogi,Rodentia,Cricetidae,15,15,139685.52729964553,139685.52729964553
Andalgalomys_pearsoni,Rodentia,Cricetidae,25,25,232809.2121660759,232809.2121660759
Andinomys_edax,Rodentia,Cricetidae,49,49,456306.05584550876,456306.05584550876
Anisomys_imitator,Rodentia,Muridae,46,46,428368.95038557966,428368.95038557966
Anomalurus_beecrofti,Rodentia,Anomaluridae,424,424,3948444.2383366474,3948444.2383366474
Anomalurus_derbianus,Rodentia,Anomaluridae,723,723,6732842.415842915,6732842.415842915
Anomalurus_pelii,Rodentia,Anomaluridae,44,44,409744.2134122936,409744.2134122936
Anomalurus_pusillus,Rodentia,Anomaluridae,94,94,875362.6377444454,875362.6377444454
Anonymomys_mindorensis,Rodentia,Muridae,2,5,18624.73697328607,46561.84243321518
Anotomys_leander,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
Anourosorex_assamensis,Eulipotyphla,Soricidae,11,11,102436.0533530734,102436.0533530734
Anourosorex_schmidi,Eulipotyphla,Soricidae,7,9,65186.57940650125,83811.31637978733
Anourosorex_squamipes,Eulipotyphla,Soricidae,173,173,1611039.7481892451,1611039.7481892451
Anourosorex_yamashinai,Eulipotyphla,Soricidae,10,10,93123.68486643035,93123.68486643035
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,341,341,3175517.653945275,3175517.653945275
Antechinus_adustus,Dasyuromorphia,Dasyuridae,6,6,55874.21091985822,55874.21091985822
Antechinus_agilis,Dasyuromorphia,Dasyuridae,39,39,363182.3709790784,363182.3709790784
Antechinus_bellus,Dasyuromorphia,Dasyuridae,14,14,130373.1588130025,130373.1588130025
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,168,168,1564477.90575603,1564477.90575603
Antechinus_godmani,Dasyuromorphia,Dasyuridae,2,2,18624.73697328607,18624.73697328607
Antechinus_leo,Dasyuromorphia,Dasyuridae,3,3,27937.10545992911,27937.10545992911
Antechinus_minimus,Dasyuromorphia,Dasyuridae,33,33,307308.16005922016,307308.16005922016
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,27,27,251433.94913936197,251433.94913936197
Antechinus_subtropicus,Dasyuromorphia,Dasyuridae,7,7,65186.57940650125,65186.57940650125
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,76,76,707740.0049848707,707740.0049848707
Antidorcas_australis,Cetartiodactyla,Bovidae,0,128,0,1191983.1662903086
Antidorcas_bondi,Cetartiodactyla,Bovidae,0,748,0,6965651.628008991
Antidorcas_marsupialis,Cetartiodactyla,Bovidae,263,263,2449152.9119871184,2449152.9119871184
Antifer_ultra,Cetartiodactyla,Cervidae,0,336,0,3128955.81151206
Antillomys_rayi,Rodentia,Cricetidae,0,2,0,18624.73697328607
Antillothrix_bernensis,Primates,Pitheciidae,0,20,0,186247.3697328607
Antilocapra_americana,Cetartiodactyla,Antilocapridae,368,681,3426951.6030846373,6341722.939403907
Antilope_cervicapra,Cetartiodactyla,Bovidae,251,354,2337404.490147402,3296578.444271635
Aonyx_capensis,Carnivora,Mustelidae,1469,1469,13679869.306878619,13679869.306878619
Aonyx_cinereus,Carnivora,Mustelidae,747,747,6956339.259522348,6956339.259522348
Aonyx_congicus,Carnivora,Mustelidae,366,366,3408326.866111351,3408326.866111351
Aotus_azarae,Primates,Aotidae,417,417,3883257.658930146,3883257.658930146
Aotus_brumbacki,Primates,Aotidae,27,27,251433.94913936197,251433.94913936197
Aotus_griseimembra,Primates,Aotidae,48,48,446993.68735886575,446993.68735886575
Aotus_jorgehernandezi,Primates,Aotidae,1,25,9312.368486643036,232809.2121660759
Aotus_lemurinus,Primates,Aotidae,52,52,484243.16130543785,484243.16130543785
Aotus_miconax,Primates,Aotidae,16,16,148997.89578628857,148997.89578628857
Aotus_nancymaae,Primates,Aotidae,81,81,754301.8474180859,754301.8474180859
Aotus_nigriceps,Primates,Aotidae,204,204,1899723.1712751794,1899723.1712751794
Aotus_trivirgatus,Primates,Aotidae,113,113,1052297.638990663,1052297.638990663
Aotus_vociferans,Primates,Aotidae,146,146,1359605.7990498831,1359605.7990498831
Aotus_zonalis,Primates,Aotidae,42,20,391119.4764390075,186247.3697328607
Aplodontia_rufa,Rodentia,Aplodontiidae,60,60,558742.1091985821,558742.1091985821
Apodemus_agrarius,Rodentia,Muridae,1534,1534,14285173.258510416,14285173.258510416
Apodemus_alpicola,Rodentia,Muridae,27,27,251433.94913936197,251433.94913936197
Apodemus_argenteus,Rodentia,Muridae,92,92,856737.9007711593,856737.9007711593
Apodemus_avicennicus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Apodemus_chevrieri,Rodentia,Muridae,128,128,1191983.1662903086,1191983.1662903086
Apodemus_draco,Rodentia,Muridae,268,268,2495714.7544203335,2495714.7544203335
Apodemus_epimelas,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Apodemus_flavicollis,Rodentia,Muridae,892,892,8306632.690085588,8306632.690085588
Apodemus_gurkha,Rodentia,Muridae,8,8,74498.94789314429,74498.94789314429
Apodemus_hyrcanicus,Rodentia,Muridae,24,24,223496.84367943287,223496.84367943287
Apodemus_latronum,Rodentia,Muridae,94,94,875362.6377444454,875362.6377444454
Apodemus_mystacinus,Rodentia,Muridae,134,134,1247857.3772101668,1247857.3772101668
Apodemus_pallipes,Rodentia,Muridae,127,127,1182670.7978036655,1182670.7978036655
Apodemus_peninsulae,Rodentia,Muridae,1204,1204,11212091.657918215,11212091.657918215
Apodemus_ponticus,Rodentia,Muridae,60,60,558742.1091985821,558742.1091985821
Apodemus_rusiges,Rodentia,Muridae,31,31,288683.42308593413,288683.42308593413
Apodemus_semotus,Rodentia,Muridae,10,10,93123.68486643035,93123.68486643035
Apodemus_speciosus,Rodentia,Muridae,97,97,903299.7432043744,903299.7432043744
Apodemus_sylvaticus,Rodentia,Muridae,783,778,7291584.525041497,7245022.682608282
Apodemus_uralensis,Rodentia,Muridae,970,970,9032997.432043744,9032997.432043744
Apodemus_witherbyi,Rodentia,Muridae,254,254,2365341.595607331,2365341.595607331
Apomys_abrae,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Apomys_camiguinensis,Rodentia,Muridae,1,2,9312.368486643036,18624.73697328607
Apomys_datae,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Apomys_gracilirostris,Rodentia,Muridae,2,5,18624.73697328607,46561.84243321518
Apomys_hylocetes,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Apomys_insignis,Rodentia,Muridae,25,25,232809.2121660759,232809.2121660759
Apomys_littoralis,Rodentia,Muridae,6,14,55874.21091985822,130373.1588130025
Apomys_microdon,Rodentia,Muridae,26,26,242121.58065271893,242121.58065271893
Apomys_musculus,Rodentia,Muridae,26,26,242121.58065271893,242121.58065271893
Apomys_sacobianus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Arabitragus_jayakari,Cetartiodactyla,Bovidae,15,15,139685.52729964553,139685.52729964553
Arborimus_albipes,Rodentia,Cricetidae,19,19,176935.00124621767,176935.00124621767
Arborimus_longicaudus,Rodentia,Cricetidae,16,16,148997.89578628857,148997.89578628857
Arborimus_pomo,Rodentia,Cricetidae,10,10,93123.68486643035,93123.68486643035
Archaeoindris_fontoynonti,Primates,Palaeopropithecidae,0,41,0,381807.1079523645
Archaeolemur_edwardsi,Primates,Archaeolemuridae,0,41,0,381807.1079523645
Archaeolemur_majori,Primates,Archaeolemuridae,0,36,0,335245.2655191493
Archboldomys_luzonensis,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Arctictis_binturong,Carnivora,Viverridae,490,507,4563060.558455087,4721370.822728019
Arctocebus_aureus,Primates,Lorisidae,96,96,893987.3747177315,893987.3747177315
Arctocebus_calabarensis,Primates,Lorisidae,28,28,260746.317626005,260746.317626005
Arctocephalus_australis,Carnivora,Otariidae,334,334,3110331.074538774,3110331.074538774
Arctocephalus_forsteri,Carnivora,Otariidae,1403,1403,13065252.986760179,13065252.986760179
Arctocephalus_galapagoensis,Carnivora,Otariidae,23,23,214184.47519278983,214184.47519278983
Arctocephalus_gazella,Carnivora,Otariidae,1728,1728,16091772.744919166,16091772.744919166
Arctocephalus_philippii,Carnivora,Otariidae,464,464,4320938.977802369,4320938.977802369
Arctocephalus_pusillus,Carnivora,Otariidae,225,225,2095282.9094946831,2095282.9094946831
Arctocephalus_townsendi,Carnivora,Otariidae,185,185,1722788.1700289617,1722788.1700289617
Arctocephalus_tropicalis,Carnivora,Otariidae,1648,1648,15346783.265987722,15346783.265987722
Arctodus_simus,Carnivora,Ursidae,0,2123,0,19770158.297143165
Arctogalidia_trivirgata,Carnivora,Viverridae,443,443,4125379.239582865,4125379.239582865
Arctonyx_albogularis,Carnivora,Mustelidae,542,542,5047303.719760525,5047303.719760525
Arctonyx_collaris,Carnivora,Mustelidae,253,285,2356029.227120688,2654025.018693265
Arctonyx_hoevenii,Carnivora,Mustelidae,36,36,335245.2655191493,335245.2655191493
Arctotherium_tarijense,Carnivora,Ursidae,0,187,0,1741412.9070022476
Arctotherium_wingei,Carnivora,Ursidae,0,1040,0,9684863.226108758
Arvicanthis_abyssinicus,Rodentia,Muridae,50,50,465618.4243321518,465618.4243321518
Arvicanthis_ansorgei,Rodentia,Muridae,106,106,987111.0595841618,987111.0595841618
Arvicanthis_blicki,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Arvicanthis_nairobae,Rodentia,Muridae,28,28,260746.317626005,260746.317626005
Arvicanthis_neumanni,Rodentia,Muridae,175,175,1629664.4851625313,1629664.4851625313
Arvicanthis_niloticus,Rodentia,Muridae,837,837,7794452.423320221,7794452.423320221
Arvicanthis_rufinus,Rodentia,Muridae,158,158,1471354.2208895998,1471354.2208895998
Arvicola_amphibius,Rodentia,Cricetidae,2062,2062,19202103.81945794,19202103.81945794
Arvicola_sapidus,Rodentia,Cricetidae,152,152,1415480.0099697413,1415480.0099697413
Arvicola_scherman,Rodentia,Cricetidae,144,144,1340981.0620765972,1340981.0620765972
Atelerix_albiventris,Eulipotyphla,Erinaceidae,902,902,8399756.374952018,8399756.374952018
Atelerix_algirus,Eulipotyphla,Erinaceidae,165,165,1536540.800296101,1536540.800296101
Atelerix_frontalis,Eulipotyphla,Erinaceidae,165,165,1536540.800296101,1536540.800296101
Atelerix_sclateri,Eulipotyphla,Erinaceidae,59,59,549429.740711939,549429.740711939
Ateles_belzebuth,Primates,Atelidae,179,179,1666913.9591091033,1666913.9591091033
Ateles_chamek,Primates,Atelidae,309,309,2877521.8623726983,2877521.8623726983
Ateles_fusciceps,Primates,Atelidae,51,51,474930.79281879484,474930.79281879484
Ateles_geoffroyi,Primates,Atelidae,155,155,1443417.1154296705,1443417.1154296705
Ateles_hybridus,Primates,Atelidae,40,46,372494.7394657214,428368.95038557966
Ateles_marginatus,Primates,Atelidae,79,79,735677.1104447999,735677.1104447999
Ateles_paniscus,Primates,Atelidae,146,146,1359605.7990498831,1359605.7990498831
Atelocynus_microtis,Carnivora,Canidae,358,358,3333827.9182182066,3333827.9182182066
Atherurus_africanus,Rodentia,Hystricidae,471,471,4386125.55720887,4386125.55720887
Atherurus_macrourus,Rodentia,Hystricidae,379,379,3529387.6564377104,3529387.6564377104
Atilax_paludinosus,Carnivora,Herpestidae,1698,1698,15812401.690319875,15812401.690319875
Atlantoxerus_getulus,Rodentia,Sciuridae,56,56,521492.63525201,521492.63525201
Auliscomys_boliviensis,Rodentia,Cricetidae,37,37,344557.6340057923,344557.6340057923
Auliscomys_pictus,Rodentia,Cricetidae,59,59,549429.740711939,549429.740711939
Auliscomys_sublimis,Rodentia,Cricetidae,68,68,633241.0570917265,633241.0570917265
Avahi_betsileo,Primates,Indriidae,1,5,9312.368486643036,46561.84243321518
Avahi_cleesei,Primates,Indriidae,2,11,18624.73697328607,102436.0533530734
Avahi_laniger,Primates,Indriidae,19,43,176935.00124621767,400431.8449256505
Avahi_meridionalis,Primates,Indriidae,4,6,37249.47394657214,55874.21091985822
Avahi_mooreorum,Primates,Indriidae,2,2,18624.73697328607,18624.73697328607
Avahi_occidentalis,Primates,Indriidae,4,15,37249.47394657214,139685.52729964553
Avahi_peyrierasi,Primates,Indriidae,5,9,46561.84243321518,83811.31637978733
Avahi_ramanantsoavanai,Primates,Indriidae,6,7,55874.21091985822,65186.57940650125
Avahi_unicolor,Primates,Indriidae,2,11,18624.73697328607,102436.0533530734
Axis_axis,Cetartiodactyla,Cervidae,321,332,2989270.2842124146,3091706.3375654877
Axis_calamianensis,Cetartiodactyla,Cervidae,3,3,27937.10545992911,27937.10545992911
Axis_kuhlii,Cetartiodactyla,Cervidae,1,31,9312.368486643036,288683.42308593413
Axis_porcinus,Cetartiodactyla,Cervidae,100,149,931236.8486643035,1387542.9045098124
Aztlanolagus_agilis,Lagomorpha,Leporidae,0,241,0,2244280.805280972
