Binomial.1.2,Order.1.2,Family.1.2,current.range,present.natural.range,current.range.km2,present.natural.range.km2
Pteromys_momonga,Rodentia,Sciuridae,52,52,484243.16130543785,484243.16130543785
Pteromys_volans,Rodentia,Sciuridae,1756,1756,16352519.062545171,16352519.062545171
Pteromyscus_pulverulentus,Rodentia,Sciuridae,95,147,884675.0062310884,1368918.1675365262
Pteronura_brasiliensis,Carnivora,Mustelidae,784,784,7300896.89352814,7300896.89352814
Ptilocercus_lowii,Scandentia,Ptilocercidae,96,96,893987.3747177315,893987.3747177315
Pudu_mephistophiles,Cetartiodactyla,Cervidae,47,47,437681.3188722227,437681.3188722227
Pudu_puda,Cetartiodactyla,Cervidae,43,43,400431.8449256505,400431.8449256505
Puma_concolor,Carnivora,Felidae,2812,3692,26186380.184440218,34381264.45268609
Punomys_kofordi,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Punomys_lemminus,Rodentia,Cricetidae,5,5,46561.84243321518,46561.84243321518
Pusa_caspica,Carnivora,Phocidae,68,68,633241.0570917265,633241.0570917265
Pusa_hispida,Carnivora,Phocidae,2712,2712,25255143.33577591,25255143.33577591
Pusa_sibirica,Carnivora,Phocidae,14,14,130373.1588130025,130373.1588130025
Pygathrix_cinerea,Primates,Cercopithecidae,8,8,74498.94789314429,74498.94789314429
Pygathrix_nemaeus,Primates,Cercopithecidae,24,24,223496.84367943287,223496.84367943287
Pygathrix_nigripes,Primates,Cercopithecidae,23,23,214184.47519278983,214184.47519278983
Pygeretmus_platyurus,Rodentia,Dipodidae,152,152,1415480.0099697413,1415480.0099697413
Pygeretmus_pumilio,Rodentia,Dipodidae,528,528,4916930.5609475225,4916930.5609475225
Pygeretmus_zhitkovi,Rodentia,Dipodidae,35,35,325932.89703250624,325932.89703250624
Quemisia_gravis,Rodentia,Echimyidae,0,20,0,186247.3697328607
Rangifer_tarandus,Cetartiodactyla,Cervidae,2727,4198,25394828.863075558,39093322.90692747
Raphicerus_campestris,Cetartiodactyla,Bovidae,524,560,4879681.087000951,5214926.3525201
Raphicerus_melanotis,Cetartiodactyla,Bovidae,45,45,419056.5818989366,419056.5818989366
Raphicerus_sharpei,Cetartiodactyla,Bovidae,320,320,2979957.9157257713,2979957.9157257713
Rattus_adustus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rattus_andamanensis,Rodentia,Muridae,268,268,2495714.7544203335,2495714.7544203335
Rattus_annandalei,Rodentia,Muridae,30,30,279371.05459929106,279371.05459929106
Rattus_arfakienis,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Rattus_argentiventer,Rodentia,Muridae,316,316,2942708.4417791995,2942708.4417791995
Rattus_arrogans,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Rattus_baluensis,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Rattus_blangorum,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rattus_bontanus,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Rattus_burrus,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_colletti,Rodentia,Muridae,32,32,297995.79157257715,297995.79157257715
Rattus_elaphinus,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_enganus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rattus_everetti,Rodentia,Muridae,72,72,670490.5310382986,670490.5310382986
Rattus_exulans,Rodentia,Muridae,658,658,6127538.4642111175,6127538.4642111175
Rattus_feliceus,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Rattus_fuscipes,Rodentia,Muridae,148,148,1378230.5360231693,1378230.5360231693
Rattus_giluwensis,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Rattus_hainaldi,Rodentia,Muridae,1,7,9312.368486643036,65186.57940650125
Rattus_hoffmanni,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Rattus_hoogerwerfi,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Rattus_jobiensis,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Rattus_koopmani,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rattus_korinchi,Rodentia,Muridae,5,7,46561.84243321518,65186.57940650125
Rattus_leucopus,Rodentia,Muridae,92,92,856737.9007711593,856737.9007711593
Rattus_losea,Rodentia,Muridae,326,326,3035832.1266456298,3035832.1266456298
Rattus_lugens,Rodentia,Muridae,7,7,65186.57940650125,65186.57940650125
Rattus_lutreolus,Rodentia,Muridae,91,91,847425.5322845163,847425.5322845163
Rattus_macleari,Rodentia,Muridae,0,2,0,18624.73697328607
Rattus_marmosurus,Rodentia,Muridae,29,29,270058.68611264805,270058.68611264805
Rattus_mindorensis,Rodentia,Muridae,5,5,46561.84243321518,46561.84243321518
Rattus_mollicomulus,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rattus_montanus,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_mordax,Rodentia,Muridae,30,30,279371.05459929106,279371.05459929106
Rattus_morotaiensis,Rodentia,Muridae,11,11,102436.0533530734,102436.0533530734
Rattus_nativitatis,Rodentia,Muridae,0,2,0,18624.73697328607
Rattus_nikenii,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rattus_niobe,Rodentia,Muridae,31,31,288683.42308593413,288683.42308593413
Rattus_nitidus,Rodentia,Muridae,511,511,4758620.2966745915,4758620.2966745915
Rattus_norvegicus,Rodentia,Muridae,3421,659,31857612.592805825,6136850.83269776
Rattus_novaeguineae,Rodentia,Muridae,13,13,121060.79032635946,121060.79032635946
Rattus_omichlodes,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rattus_osgoodi,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_palmarum,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rattus_pelurus,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rattus_pococki,Rodentia,Muridae,18,18,167622.63275957466,167622.63275957466
Rattus_praetor,Rodentia,Muridae,104,62,968486.3226108757,577366.8461718683
Rattus_pyctoris,Rodentia,Muridae,304,304,2830960.0199394827,2830960.0199394827
Rattus_ranjiniae,Rodentia,Muridae,2,3,18624.73697328607,27937.10545992911
Rattus_rattus,Rodentia,Muridae,1255,466,11687022.45073701,4339563.7147756545
Rattus_richardsoni,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_salocco,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Rattus_sanila,Rodentia,Muridae,0,8,0,74498.94789314429
Rattus_satarae,Rodentia,Muridae,8,17,74498.94789314429,158310.2642729316
Rattus_simalurensis,Rodentia,Muridae,3,3,27937.10545992911,27937.10545992911
Rattus_sordidus,Rodentia,Muridae,77,77,717052.3734715137,717052.3734715137
Rattus_steini,Rodentia,Muridae,49,49,456306.05584550876,456306.05584550876
Rattus_stoicus,Rodentia,Muridae,3,4,27937.10545992911,37249.47394657214
Rattus_tanezumi,Rodentia,Muridae,1025,1025,9545177.698809111,9545177.698809111
Rattus_tawitawiensis,Rodentia,Muridae,2,2,18624.73697328607,18624.73697328607
Rattus_timorensis,Rodentia,Muridae,1,10,9312.368486643036,93123.68486643035
Rattus_tiomanicus,Rodentia,Muridae,262,262,2439840.5435004756,2439840.5435004756
Rattus_tunneyi,Rodentia,Muridae,164,164,1527228.431809458,1527228.431809458
Rattus_vandeuseni,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rattus_verecundus,Rodentia,Muridae,47,47,437681.3188722227,437681.3188722227
Rattus_villosissimus,Rodentia,Muridae,280,335,2607463.17626005,3119643.443025417
Rattus_xanthurus,Rodentia,Muridae,9,9,83811.31637978733,83811.31637978733
Ratufa_affinis,Rodentia,Sciuridae,215,215,2002159.2246282527,2002159.2246282527
Ratufa_bicolor,Rodentia,Sciuridae,422,422,3929819.5013633613,3929819.5013633613
Ratufa_indica,Rodentia,Sciuridae,96,96,893987.3747177315,893987.3747177315
Ratufa_macroura,Rodentia,Sciuridae,18,18,167622.63275957466,167622.63275957466
Redunca_arundinum,Cetartiodactyla,Bovidae,622,622,5792293.198691968,5792293.198691968
Redunca_fulvorufula,Cetartiodactyla,Bovidae,182,182,1694851.0645690325,1694851.0645690325
Redunca_redunca,Cetartiodactyla,Bovidae,749,749,6974963.996495633,6974963.996495633
Reithrodon_auritus,Rodentia,Cricetidae,192,192,1787974.749435463,1787974.749435463
Reithrodon_typicus,Rodentia,Cricetidae,52,52,484243.16130543785,484243.16130543785
Reithrodontomys_bakeri,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Reithrodontomys_brevirostris,Rodentia,Cricetidae,10,10,93123.68486643035,93123.68486643035
Reithrodontomys_burti,Rodentia,Cricetidae,18,18,167622.63275957466,167622.63275957466
Reithrodontomys_chrysopsis,Rodentia,Cricetidae,17,17,158310.2642729316,158310.2642729316
Reithrodontomys_creper,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Reithrodontomys_darienensis,Rodentia,Cricetidae,15,15,139685.52729964553,139685.52729964553
Reithrodontomys_fulvescens,Rodentia,Cricetidae,366,366,3408326.866111351,3408326.866111351
Reithrodontomys_gracilis,Rodentia,Cricetidae,63,63,586679.2146585112,586679.2146585112
Reithrodontomys_hirsutus,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Reithrodontomys_humulis,Rodentia,Cricetidae,200,200,1862473.697328607,1862473.697328607
Reithrodontomys_megalotis,Rodentia,Cricetidae,668,668,6220662.149077548,6220662.149077548
Reithrodontomys_mexicanus,Rodentia,Cricetidae,121,121,1126796.5868838073,1126796.5868838073
Reithrodontomys_microdon,Rodentia,Cricetidae,31,34,288683.42308593413,316620.5285458632
Reithrodontomys_montanus,Rodentia,Cricetidae,243,243,2262905.5422542575,2262905.5422542575
Reithrodontomys_paradoxus,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Reithrodontomys_raviventris,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Reithrodontomys_rodriguezi,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Reithrodontomys_spectabilis,Rodentia,Cricetidae,2,2,18624.73697328607,18624.73697328607
Reithrodontomys_sumichrasti,Rodentia,Cricetidae,81,81,754301.8474180859,754301.8474180859
Reithrodontomys_tenuirostris,Rodentia,Cricetidae,9,9,83811.31637978733,83811.31637978733
Reithrodontomys_zacatecae,Rodentia,Cricetidae,46,46,428368.95038557966,428368.95038557966
Rhabdomys_pumilio,Rodentia,Muridae,450,450,4190565.8189893663,4190565.8189893663
Rhagamys_orthodon,Rodentia,Muridae,0,10,0,93123.68486643035
Rhagomys_longilingua,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Rhagomys_rufescens,Rodentia,Cricetidae,22,22,204872.1067061468,204872.1067061468
Rheithrosciurus_macrotis,Rodentia,Sciuridae,109,109,1015048.165044091,1015048.165044091
Rheomys_mexicanus,Rodentia,Cricetidae,3,5,27937.10545992911,46561.84243321518
Rheomys_raptor,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Rheomys_thomasi,Rodentia,Cricetidae,11,11,102436.0533530734,102436.0533530734
Rheomys_underwoodi,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
Rhinoceros_sondaicus,Perissodactyla,Rhinocerotidae,3,394,27937.10545992911,3669073.183737356
Rhinoceros_unicornis,Perissodactyla,Rhinocerotidae,13,108,121060.79032635946,1005735.7965574479
Rhinopithecus_avunculus,Primates,Cercopithecidae,8,72,74498.94789314429,670490.5310382986
Rhinopithecus_bieti,Primates,Cercopithecidae,10,11,93123.68486643035,102436.0533530734
Rhinopithecus_brelichi,Primates,Cercopithecidae,1,19,9312.368486643036,176935.00124621767
Rhinopithecus_roxellana,Primates,Cercopithecidae,48,69,446993.68735886575,642553.4255783695
Rhinopithecus_strykeri,Primates,Cercopithecidae,1,4,9312.368486643036,37249.47394657214
Rhinosciurus_laticaudatus,Rodentia,Sciuridae,163,163,1517916.0633228149,1517916.0633228149
Rhipidomys_austrinus,Rodentia,Cricetidae,36,36,335245.2655191493,335245.2655191493
Rhipidomys_cariri,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Rhipidomys_caucensis,Rodentia,Cricetidae,15,15,139685.52729964553,139685.52729964553
Rhipidomys_couesi,Rodentia,Cricetidae,45,45,419056.5818989366,419056.5818989366
Rhipidomys_emiliae,Rodentia,Cricetidae,103,103,959173.9541242326,959173.9541242326
Rhipidomys_fulviventer,Rodentia,Cricetidae,22,22,204872.1067061468,204872.1067061468
Rhipidomys_gardneri,Rodentia,Cricetidae,28,28,260746.317626005,260746.317626005
Rhipidomys_latimanus,Rodentia,Cricetidae,53,53,493555.5297920809,493555.5297920809
Rhipidomys_leucodactylus,Rodentia,Cricetidae,550,550,5121802.66765367,5121802.66765367
Rhipidomys_macconnelli,Rodentia,Cricetidae,43,43,400431.8449256505,400431.8449256505
Rhipidomys_macrurus,Rodentia,Cricetidae,216,216,2011471.5931148957,2011471.5931148957
Rhipidomys_mastacalis,Rodentia,Cricetidae,106,106,987111.0595841618,987111.0595841618
Rhipidomys_modicus,Rodentia,Cricetidae,21,21,195559.73821950375,195559.73821950375
Rhipidomys_nitela,Rodentia,Cricetidae,194,194,1806599.486408749,1806599.486408749
Rhipidomys_ochrogaster,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Rhipidomys_venezuelae,Rodentia,Cricetidae,39,39,363182.3709790784,363182.3709790784
Rhipidomys_venustus,Rodentia,Cricetidae,8,8,74498.94789314429,74498.94789314429
Rhipidomys_wetzeli,Rodentia,Cricetidae,35,35,325932.89703250624,325932.89703250624
Rhizomys_pruinosus,Rodentia,Spalacidae,365,365,3399014.497624708,3399014.497624708
Rhizomys_sinensis,Rodentia,Spalacidae,274,274,2551588.965340192,2551588.965340192
Rhizomys_sumatrensis,Rodentia,Spalacidae,237,237,2207031.3313343995,2207031.3313343995
Rhizoplagiodontia_lemkei,Rodentia,Echimyidae,0,20,0,186247.3697328607
Rhombomys_opimus,Rodentia,Muridae,649,649,6043727.14783133,6043727.14783133
Rhynchocyon_chrysopygus,Macroscelidea,Macroscelididae,5,9,46561.84243321518,83811.31637978733
Rhynchocyon_cirnei,Macroscelidea,Macroscelididae,249,249,2318779.753174116,2318779.753174116
Rhynchocyon_petersi,Macroscelidea,Macroscelididae,17,17,158310.2642729316,158310.2642729316
Rhynchocyon_udzungwensis,Macroscelidea,Macroscelididae,1,1,9312.368486643036,9312.368486643036
Rhynchogale_melleri,Carnivora,Herpestidae,286,286,2663337.3871799083,2663337.3871799083
Rhyncholestes_raphanurus,Paucituberculata,Caenolestidae,14,14,130373.1588130025,130373.1588130025
Rhynchomeles_prattorum,Peramelemorphia,Peramelidae,1,7,9312.368486643036,65186.57940650125
Rhynchomys_banahao,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rhynchomys_isarogensis,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Rhynchomys_soricoides,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Rhynchomys_tapulao,Rodentia,Muridae,1,1,9312.368486643036,9312.368486643036
Romerolagus_diazi,Lagomorpha,Leporidae,3,3,27937.10545992911,27937.10545992911
Rubrisciurus_rubriventer,Rodentia,Sciuridae,48,48,446993.68735886575,446993.68735886575
Rucervus_duvaucelii,Cetartiodactyla,Cervidae,19,227,176935.00124621767,2113907.6464679693
Rucervus_eldii,Cetartiodactyla,Cervidae,31,155,288683.42308593413,1443417.1154296705
Rucervus_schomburgki,Cetartiodactyla,Cervidae,0,29,0,270058.68611264805
Rungwecebus_kipunji,Primates,Cercopithecidae,2,7,18624.73697328607,65186.57940650125
Rupicapra_pyrenaica,Cetartiodactyla,Bovidae,13,18,121060.79032635946,167622.63275957466
Rupicapra_rupicapra,Cetartiodactyla,Bovidae,129,129,1201295.5347769517,1201295.5347769517
Rusa_alfredi,Cetartiodactyla,Cervidae,7,17,65186.57940650125,158310.2642729316
Rusa_marianna,Cetartiodactyla,Cervidae,62,69,577366.8461718683,642553.4255783695
Rusa_timorensis,Cetartiodactyla,Cervidae,10,29,93123.68486643035,270058.68611264805
Rusa_unicolor,Cetartiodactyla,Cervidae,1059,1059,9861798.227354975,9861798.227354975
Rusingoryx_atopocranion,Cetartiodactyla,Bovidae,0,711,0,6621093.994003198
Ruwenzorisorex_suncoides,Eulipotyphla,Soricidae,11,11,102436.0533530734,102436.0533530734
Saccostomus_campestris,Rodentia,Nesomyidae,657,657,6118226.095724475,6118226.095724475
Saccostomus_mearnsi,Rodentia,Nesomyidae,107,107,996423.4280708048,996423.4280708048
Saguinus_bicolor,Primates,Callitrichidae,6,6,55874.21091985822,55874.21091985822
Saguinus_fuscicollis,Primates,Callitrichidae,260,260,2421215.8065271894,2421215.8065271894
Saguinus_geoffroyi,Primates,Callitrichidae,23,23,214184.47519278983,214184.47519278983
Saguinus_imperator,Primates,Callitrichidae,42,42,391119.4764390075,391119.4764390075
Saguinus_inustus,Primates,Callitrichidae,65,65,605303.9516317974,605303.9516317974
Saguinus_labiatus,Primates,Callitrichidae,62,62,577366.8461718683,577366.8461718683
Saguinus_leucopus,Primates,Callitrichidae,16,16,148997.89578628857,148997.89578628857
Saguinus_martinsi,Primates,Callitrichidae,11,11,102436.0533530734,102436.0533530734
Saguinus_melanoleucus,Primates,Callitrichidae,14,14,130373.1588130025,130373.1588130025
Saguinus_midas,Primates,Callitrichidae,120,120,1117484.2183971643,1117484.2183971643
Saguinus_mystax,Primates,Callitrichidae,92,92,856737.9007711593,856737.9007711593
Saguinus_niger,Primates,Callitrichidae,91,91,847425.5322845163,847425.5322845163
Saguinus_nigricollis,Primates,Callitrichidae,47,47,437681.3188722227,437681.3188722227
Saguinus_oedipus,Primates,Callitrichidae,16,16,148997.89578628857,148997.89578628857
Saguinus_tripartitus,Primates,Callitrichidae,10,10,93123.68486643035,93123.68486643035
Saiga_tatarica,Cetartiodactyla,Bovidae,137,1338,1275794.482670096,12459949.035128381
Saimiri_boliviensis,Primates,Cebidae,194,194,1806599.486408749,1806599.486408749
Saimiri_oerstedii,Primates,Cebidae,6,6,55874.21091985822,55874.21091985822
Saimiri_sciureus,Primates,Cebidae,574,574,5345299.511333102,5345299.511333102
Saimiri_ustus,Primates,Cebidae,124,124,1154733.6923437365,1154733.6923437365
Saimiri_vanzolinii,Primates,Cebidae,4,4,37249.47394657214,37249.47394657214
Salanoia_concolor,Carnivora,Eupleridae,10,27,93123.68486643035,251433.94913936197
Salinomys_delicatus,Rodentia,Cricetidae,13,13,121060.79032635946,121060.79032635946
Salpingotulus_michaelis,Rodentia,Dipodidae,2,2,18624.73697328607,18624.73697328607
Salpingotus_crassicauda,Rodentia,Dipodidae,207,207,1927660.2767351083,1927660.2767351083
Salpingotus_heptneri,Rodentia,Dipodidae,10,10,93123.68486643035,93123.68486643035
Salpingotus_kozlovi,Rodentia,Dipodidae,238,238,2216343.6998210424,2216343.6998210424
Salpingotus_pallidus,Rodentia,Dipodidae,21,21,195559.73821950375,195559.73821950375
Sangamona_fugitiva,Cetartiodactyla,Cervidae,0,731,0,6807341.3637360595
Santamartamys_rufodorsalis,Rodentia,Echimyidae,1,1,9312.368486643036,9312.368486643036
Sapajus_apella,Primates,Cebidae,430,430,4004318.4492565054,4004318.4492565054
Sapajus_cay,Primates,Cebidae,102,102,949861.5856375897,949861.5856375897
Sapajus_flavius,Primates,Cebidae,22,22,204872.1067061468,204872.1067061468
Sapajus_libidinosus,Primates,Cebidae,343,343,3194142.3909185613,3194142.3909185613
Sapajus_macrocephalus,Primates,Cebidae,330,330,3073081.600592202,3073081.600592202
Sapajus_nigritus,Primates,Cebidae,130,130,1210607.9032635947,1210607.9032635947
Sapajus_robustus,Primates,Cebidae,25,25,232809.2121660759,232809.2121660759
Sapajus_xanthosternos,Primates,Cebidae,74,74,689115.2680115846,689115.2680115846
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,18,388,167622.63275957466,3613198.972817498
Saxatilomys_paulinae,Rodentia,Muridae,4,4,37249.47394657214,37249.47394657214
Scalopus_aquaticus,Eulipotyphla,Talpidae,463,463,4311626.609315726,4311626.609315726
Scapanulus_oweni,Eulipotyphla,Talpidae,60,60,558742.1091985821,558742.1091985821
Scapanus_latimanus,Eulipotyphla,Talpidae,65,65,605303.9516317974,605303.9516317974
Scapanus_orarius,Eulipotyphla,Talpidae,59,59,549429.740711939,549429.740711939
Scapanus_townsendii,Eulipotyphla,Talpidae,28,28,260746.317626005,260746.317626005
Scapteromys_aquaticus,Rodentia,Cricetidae,51,51,474930.79281879484,474930.79281879484
Scapteromys_tumidus,Rodentia,Cricetidae,51,51,474930.79281879484,474930.79281879484
Scaptochirus_moschatus,Eulipotyphla,Talpidae,173,173,1611039.7481892451,1611039.7481892451
Scaptonyx_fusicaudus,Eulipotyphla,Talpidae,134,134,1247857.3772101668,1247857.3772101668
Scelidodon_chiliensis,Pilosa,Mylodontidae,0,131,0,1219920.2717502378
Scelidotherium_leptocephalum,Pilosa,Mylodontidae,0,123,0,1145421.3238570935
Sciurillus_pusillus,Rodentia,Sciuridae,154,154,1434104.7469430275,1434104.7469430275
Sciurocheirus_alleni,Primates,Galagidae,22,22,204872.1067061468,204872.1067061468
Sciurocheirus_gabonensis,Primates,Galagidae,101,101,940549.2171509466,940549.2171509466
Sciurotamias_davidianus,Rodentia,Sciuridae,202,202,1881098.4343018932,1881098.4343018932
Sciurotamias_forresti,Rodentia,Sciuridae,52,52,484243.16130543785,484243.16130543785
Sciurus_aberti,Rodentia,Sciuridae,70,70,651865.7940650125,651865.7940650125
Sciurus_aestuans,Rodentia,Sciuridae,856,856,7971387.424566438,7971387.424566438
Sciurus_alleni,Rodentia,Sciuridae,14,14,130373.1588130025,130373.1588130025
Sciurus_anomalus,Rodentia,Sciuridae,142,142,1322356.325103311,1322356.325103311
Sciurus_arizonensis,Rodentia,Sciuridae,16,16,148997.89578628857,148997.89578628857
Sciurus_aureogaster,Rodentia,Sciuridae,102,102,949861.5856375897,949861.5856375897
Sciurus_carolinensis,Rodentia,Sciuridae,550,550,5121802.66765367,5121802.66765367
Sciurus_colliaei,Rodentia,Sciuridae,29,29,270058.68611264805,270058.68611264805
Sciurus_deppei,Rodentia,Sciuridae,114,114,1061610.007477306,1061610.007477306
Sciurus_flammifer,Rodentia,Sciuridae,24,24,223496.84367943287,223496.84367943287
Sciurus_gilvigularis,Rodentia,Sciuridae,190,226,1769350.0124621768,2104595.277981326
Sciurus_granatensis,Rodentia,Sciuridae,169,169,1573790.274242673,1573790.274242673
Sciurus_griseus,Rodentia,Sciuridae,79,79,735677.1104447999,735677.1104447999
Sciurus_ignitus,Rodentia,Sciuridae,211,216,1964909.7506816806,2011471.5931148957
Sciurus_igniventris,Rodentia,Sciuridae,369,369,3436263.97157128,3436263.97157128
Sciurus_lis,Rodentia,Sciuridae,56,56,521492.63525201,521492.63525201
Sciurus_nayaritensis,Rodentia,Sciuridae,48,48,446993.68735886575,446993.68735886575
Sciurus_niger,Rodentia,Sciuridae,571,571,5317362.405873174,5317362.405873174
Sciurus_oculatus,Rodentia,Sciuridae,23,23,214184.47519278983,214184.47519278983
Sciurus_pucheranii,Rodentia,Sciuridae,55,55,512180.26676536695,512180.26676536695
Sciurus_pyrrhinus,Rodentia,Sciuridae,9,9,83811.31637978733,83811.31637978733
Sciurus_richmondi,Rodentia,Sciuridae,8,8,74498.94789314429,74498.94789314429
Sciurus_sanborni,Rodentia,Sciuridae,11,11,102436.0533530734,102436.0533530734
Sciurus_spadiceus,Rodentia,Sciuridae,413,413,3846008.184983574,3846008.184983574
Sciurus_stramineus,Rodentia,Sciuridae,36,36,335245.2655191493,335245.2655191493
Sciurus_variegatoides,Rodentia,Sciuridae,72,72,670490.5310382986,670490.5310382986
Sciurus_vulgaris,Rodentia,Sciuridae,2620,2632,24398405.435004752,24510153.85684447
Sciurus_yucatanensis,Rodentia,Sciuridae,38,38,353870.00249243533,353870.00249243533
Scolomys_melanops,Rodentia,Cricetidae,24,24,223496.84367943287,223496.84367943287
Scolomys_ucayalensis,Rodentia,Cricetidae,33,33,307308.16005922016,307308.16005922016
Scotinomys_teguina,Rodentia,Cricetidae,40,40,372494.7394657214,372494.7394657214
Scotinomys_xerampelinus,Rodentia,Cricetidae,4,4,37249.47394657214,37249.47394657214
Scutisorex_somereni,Eulipotyphla,Soricidae,68,68,633241.0570917265,633241.0570917265
Sekeetamys_calurus,Rodentia,Muridae,48,48,446993.68735886575,446993.68735886575
Selevinia_betpakdalaensis,Rodentia,Gliridae,52,52,484243.16130543785,484243.16130543785
Semnopithecus_ajax,Primates,Cercopithecidae,2,2,18624.73697328607,18624.73697328607
Semnopithecus_dussumieri,Primates,Cercopithecidae,163,163,1517916.0633228149,1517916.0633228149
Semnopithecus_entellus,Primates,Cercopithecidae,85,85,791551.3213646581,791551.3213646581
Semnopithecus_hector,Primates,Cercopithecidae,29,29,270058.68611264805,270058.68611264805
Semnopithecus_hypoleucos,Primates,Cercopithecidae,11,11,102436.0533530734,102436.0533530734
Semnopithecus_priam,Primates,Cercopithecidae,51,51,474930.79281879484,474930.79281879484
Semnopithecus_schistaceus,Primates,Cercopithecidae,67,67,623928.6886050834,623928.6886050834
Setifer_setosus,Afrosoricida,Tenrecidae,91,91,847425.5322845163,847425.5322845163
Setonix_brachyurus,Diprotodontia,Macropodidae,12,18,111748.42183971644,167622.63275957466
Sicista_armenica,Rodentia,Dipodidae,1,1,9312.368486643036,9312.368486643036
Sicista_betulina,Rodentia,Dipodidae,893,893,8315945.058572231,8315945.058572231
Sicista_caucasica,Rodentia,Dipodidae,4,4,37249.47394657214,37249.47394657214
Sicista_caudata,Rodentia,Dipodidae,56,56,521492.63525201,521492.63525201
Sicista_concolor,Rodentia,Dipodidae,96,96,893987.3747177315,893987.3747177315
Sicista_kazbegica,Rodentia,Dipodidae,4,4,37249.47394657214,37249.47394657214
Sicista_kluchorica,Rodentia,Dipodidae,6,6,55874.21091985822,55874.21091985822
Sicista_napaea,Rodentia,Dipodidae,29,29,270058.68611264805,270058.68611264805
Sicista_pseudonapaea,Rodentia,Dipodidae,10,10,93123.68486643035,93123.68486643035
Sicista_severtzovi,Rodentia,Dipodidae,65,65,605303.9516317974,605303.9516317974
Sicista_strandi,Rodentia,Dipodidae,110,110,1024360.5335307339,1024360.5335307339
Sicista_subtilis,Rodentia,Dipodidae,444,444,4134691.608069508,4134691.608069508
Sicista_tianshanica,Rodentia,Dipodidae,78,78,726364.7419581568,726364.7419581568
Sigmodon_alleni,Rodentia,Cricetidae,34,34,316620.5285458632,316620.5285458632
Sigmodon_alstoni,Rodentia,Cricetidae,172,172,1601727.379702602,1601727.379702602
Sigmodon_arizonae,Rodentia,Cricetidae,66,66,614616.3201184403,614616.3201184403
Sigmodon_fulviventer,Rodentia,Cricetidae,87,87,810176.0583379441,810176.0583379441
Sigmodon_hirsutus,Rodentia,Cricetidae,148,148,1378230.5360231693,1378230.5360231693
Sigmodon_hispidus,Rodentia,Cricetidae,358,358,3333827.9182182066,3333827.9182182066
Sigmodon_inopinatus,Rodentia,Cricetidae,7,7,65186.57940650125,65186.57940650125
Sigmodon_leucotis,Rodentia,Cricetidae,59,59,549429.740711939,549429.740711939
Sigmodon_mascotensis,Rodentia,Cricetidae,46,46,428368.95038557966,428368.95038557966
Sigmodon_ochrognathus,Rodentia,Cricetidae,75,75,698427.6364982277,698427.6364982277
Sigmodon_peruanus,Rodentia,Cricetidae,30,30,279371.05459929106,279371.05459929106
Sigmodon_planifrons,Rodentia,Cricetidae,6,6,55874.21091985822,55874.21091985822
