"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Arctodus_simus","Carnivora","Ursidae",0,2123,0,19770158.2971432,0,2123,0,2123
"Arctogalidia_trivirgata","Carnivora","Viverridae",443,443,4125379.23958287,4125379.23958287,443,443,443,443
"Arctonyx_albogularis","Carnivora","Mustelidae",542,542,5047303.71976053,5047303.71976053,542,542,542,542
"Arctonyx_collaris","Carnivora","Mustelidae",253,285,2356029.22712069,2654025.01869327,253,285,253,285
"Arctonyx_hoevenii","Carnivora","Mustelidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Arctotherium_tarijense","Carnivora","Ursidae",0,187,0,1741412.90700225,0,187,0,187
"Arctotherium_wingei","Carnivora","Ursidae",0,1040,0,9684863.22610876,0,1040,0,1040
"Arvicanthis_abyssinicus","Rodentia","Muridae",50,50,465618.424332152,465618.424332152,50,50,50,50
"Arvicanthis_ansorgei","Rodentia","Muridae",106,106,987111.059584162,987111.059584162,106,106,106,106
"Arvicanthis_blicki","Rodentia","Muridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Arvicanthis_nairobae","Rodentia","Muridae",28,28,260746.317626005,260746.317626005,28,28,28,28
"Arvicanthis_neumanni","Rodentia","Muridae",175,175,1629664.48516253,1629664.48516253,175,175,175,175
"Arvicanthis_niloticus","Rodentia","Muridae",837,837,7794452.42332022,7794452.42332022,837,837,837,837
"Arvicanthis_rufinus","Rodentia","Muridae",158,158,1471354.2208896,1471354.2208896,158,158,158,158
"Arvicola_amphibius","Rodentia","Cricetidae",2062,2062,19202103.8194579,19202103.8194579,2062,2062,2062,2062
"Arvicola_sapidus","Rodentia","Cricetidae",152,152,1415480.00996974,1415480.00996974,152,152,152,152
"Arvicola_scherman","Rodentia","Cricetidae",144,144,1340981.0620766,1340981.0620766,144,144,144,144
"Atelerix_albiventris","Eulipotyphla","Erinaceidae",902,902,8399756.37495202,8399756.37495202,902,902,902,902
"Atelerix_algirus","Eulipotyphla","Erinaceidae",165,165,1536540.8002961,1536540.8002961,165,165,165,165
"Atelerix_frontalis","Eulipotyphla","Erinaceidae",165,165,1536540.8002961,1536540.8002961,165,165,165,165
"Atelerix_sclateri","Eulipotyphla","Erinaceidae",59,59,549429.740711939,549429.740711939,59,59,59,59
"Ateles_belzebuth","Primates","Atelidae",179,179,1666913.9591091,1666913.9591091,179,179,179,179
"Ateles_chamek","Primates","Atelidae",309,309,2877521.8623727,2877521.8623727,309,309,309,309
"Ateles_fusciceps","Primates","Atelidae",51,51,474930.792818795,474930.792818795,51,51,51,51
"Ateles_geoffroyi","Primates","Atelidae",155,155,1443417.11542967,1443417.11542967,155,155,155,155
"Ateles_hybridus","Primates","Atelidae",40,46,372494.739465721,428368.95038558,40,46,40,46
"Ateles_marginatus","Primates","Atelidae",79,79,735677.1104448,735677.1104448,79,79,79,79
"Ateles_paniscus","Primates","Atelidae",146,146,1359605.79904988,1359605.79904988,146,146,146,146
"Atelocynus_microtis","Carnivora","Canidae",358,358,3333827.91821821,3333827.91821821,358,358,358,358
"Atherurus_africanus","Rodentia","Hystricidae",471,471,4386125.55720887,4386125.55720887,471,471,471,471
"Atherurus_macrourus","Rodentia","Hystricidae",379,379,3529387.65643771,3529387.65643771,379,379,379,379
"Atilax_paludinosus","Carnivora","Herpestidae",1698,1698,15812401.6903199,15812401.6903199,1698,1698,1698,1698
"Atlantoxerus_getulus","Rodentia","Sciuridae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Auliscomys_boliviensis","Rodentia","Cricetidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Auliscomys_pictus","Rodentia","Cricetidae",59,59,549429.740711939,549429.740711939,59,59,59,59
"Auliscomys_sublimis","Rodentia","Cricetidae",68,68,633241.057091726,633241.057091726,68,68,68,68
"Avahi_betsileo","Primates","Indriidae",1,5,9312.36848664304,46561.8424332152,1,5,1,5
"Avahi_cleesei","Primates","Indriidae",2,11,18624.7369732861,102436.053353073,2,11,2,11
"Avahi_laniger","Primates","Indriidae",19,43,176935.001246218,400431.844925651,19,43,19,43
"Avahi_meridionalis","Primates","Indriidae",4,6,37249.4739465721,55874.2109198582,4,6,4,6
"Avahi_mooreorum","Primates","Indriidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Avahi_occidentalis","Primates","Indriidae",4,15,37249.4739465721,139685.527299646,4,15,4,15
"Avahi_peyrierasi","Primates","Indriidae",5,9,46561.8424332152,83811.3163797873,5,9,5,9
"Avahi_ramanantsoavanai","Primates","Indriidae",6,7,55874.2109198582,65186.5794065013,6,7,6,7
"Avahi_unicolor","Primates","Indriidae",2,11,18624.7369732861,102436.053353073,2,11,2,11
"Axis_axis","Cetartiodactyla","Cervidae",321,332,2989270.28421241,3091706.33756549,321,332,321,332
"Axis_calamianensis","Cetartiodactyla","Cervidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Axis_kuhlii","Cetartiodactyla","Cervidae",1,31,9312.36848664304,288683.423085934,1,31,1,31
"Axis_porcinus","Cetartiodactyla","Cervidae",100,149,931236.848664304,1387542.90450981,100,149,100,149
"Aztlanolagus_agilis","Lagomorpha","Leporidae",0,241,0,2244280.80528097,0,241,0,241
"Babakotia_radofilai","Primates","Palaeopropithecidae",0,68,0,633241.057091726,0,68,0,68
"Babyrousa_babyrussa","Cetartiodactyla","Suidae",8,10,74498.9478931443,93123.6848664304,8,10,8,10
"Babyrousa_celebensis","Cetartiodactyla","Suidae",33,40,307308.16005922,372494.739465721,33,40,33,40
"Babyrousa_togeanensis","Cetartiodactyla","Suidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Baiomys_musculus","Rodentia","Cricetidae",85,85,791551.321364658,791551.321364658,85,85,85,85
"Baiomys_taylori","Rodentia","Cricetidae",207,207,1927660.27673511,1927660.27673511,207,207,207,207
"Baiyankamys_habbema","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Baiyankamys_shawmayeri","Rodentia","Muridae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Bandicota_bengalensis","Rodentia","Muridae",526,526,4898305.82397424,4898305.82397424,526,526,526,526
"Bandicota_indica","Rodentia","Muridae",731,731,6807341.36373606,6807341.36373606,731,731,731,731
"Bandicota_savilei","Rodentia","Muridae",143,143,1331668.69358995,1331668.69358995,143,143,143,143
"Bassaricyon_alleni","Carnivora","Procyonidae",557,557,5186989.24706017,5186989.24706017,557,557,557,557
"Bassaricyon_gabbii","Carnivora","Procyonidae",38,38,353870.002492435,353870.002492435,38,38,38,38
"Bassaricyon_medius","Carnivora","Procyonidae",54,54,502867.898278724,502867.898278724,54,54,54,54
"Bassaricyon_neblina","Carnivora","Procyonidae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Bassariscus_astutus","Carnivora","Procyonidae",545,545,5075240.82522045,5075240.82522045,545,545,545,545
"Bassariscus_sumichrasti","Carnivora","Procyonidae",108,108,1005735.79655745,1005735.79655745,108,108,108,108
"Bathyergus_janetta","Rodentia","Bathyergidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Bathyergus_suillus","Rodentia","Bathyergidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Batomys_dentatus","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Batomys_granti","Rodentia","Muridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Batomys_russatus","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Batomys_salomonseni","Rodentia","Muridae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Bdeogale_crassicauda","Carnivora","Herpestidae",240,240,2234968.43679433,2234968.43679433,240,240,240,240
"Bdeogale_jacksoni","Carnivora","Herpestidae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Bdeogale_nigripes","Carnivora","Herpestidae",282,282,2626087.91323334,2626087.91323334,282,282,282,282
"Bdeogale_omnivora","Carnivora","Herpestidae",14,14,130373.158813003,130373.158813003,14,14,14,14
"Beamys_hindei","Rodentia","Nesomyidae",79,79,735677.1104448,735677.1104448,79,79,79,79
"Beatragus_hunteri","Cetartiodactyla","Bovidae",4,10,37249.4739465721,93123.6848664304,4,10,4,10
"Belomys_pearsonii","Rodentia","Sciuridae",143,291,1331668.69358995,2709899.22961312,143,291,143,291
"Berylmys_berdmorei","Rodentia","Muridae",123,123,1145421.32385709,1145421.32385709,123,123,123,123
"Berylmys_bowersi","Rodentia","Muridae",371,371,3454888.70854457,3454888.70854457,371,371,371,371
"Berylmys_mackenziei","Rodentia","Muridae",30,82,279371.054599291,763614.215904729,30,82,30,82
"Berylmys_manipulus","Rodentia","Muridae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Bettongia_anhydra","Diprotodontia","Potoroidae",0,252,0,2346716.85863404,0,252,0,252
"Bettongia_gaimardi","Diprotodontia","Potoroidae",12,75,111748.421839716,698427.636498228,12,75,12,75
"Bettongia_lesueur","Diprotodontia","Potoroidae",7,525,65186.5794065013,4888993.45548759,7,525,7,525
"Bettongia_penicillata","Diprotodontia","Potoroidae",13,392,121060.790326359,3650448.44676407,13,392,13,392
"Bettongia_pusilla","Diprotodontia","Potoroidae",0,38,0,353870.002492435,0,38,0,38
"Bettongia_tropica","Diprotodontia","Potoroidae",3,10,27937.1054599291,93123.6848664304,3,10,3,10
"Bibimys_chacoensis","Rodentia","Cricetidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Bibimys_labiosus","Rodentia","Cricetidae",65,65,605303.951631797,605303.951631797,65,65,65,65
"Bibimys_torresi","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Bison_bison","Cetartiodactyla","Bovidae",82,1114,763614.215904729,10373978.4941203,82,1114,82,1114
"Bison_bonasus","Cetartiodactyla","Bovidae",3,1712,27937.1054599291,15942774.8491329,3,1712,3,1712
"Biswamoyopterus_biswasi","Rodentia","Sciuridae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Blanfordimys_afghanus","Rodentia","Cricetidae",81,81,754301.847418086,754301.847418086,81,81,81,81
"Blanfordimys_bucharensis","Rodentia","Cricetidae",24,24,223496.843679433,223496.843679433,24,24,24,24
"Blarina_brevicauda","Eulipotyphla","Soricidae",554,554,5159052.14160024,5159052.14160024,554,554,554,554
"Blarina_carolinensis","Eulipotyphla","Soricidae",141,141,1313043.95661667,1313043.95661667,141,141,141,141
"Blarina_hylophaga","Eulipotyphla","Soricidae",104,104,968486.322610876,968486.322610876,104,104,104,104
"Blarinella_griselda","Eulipotyphla","Soricidae",84,84,782238.952878015,782238.952878015,84,84,84,84
"Blarinella_quadraticauda","Eulipotyphla","Soricidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Blarinella_wardi","Eulipotyphla","Soricidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Blarinomys_breviceps","Rodentia","Cricetidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Blastocerus_dichotomus","Cetartiodactyla","Cervidae",128,528,1191983.16629031,4916930.56094752,128,528,128,528
"Bootherium_bombifrons","Cetartiodactyla","Bovidae",0,1066,0,9926984.80676148,0,1066,0,1066
"Boromys_offella","Rodentia","Echimyidae",0,32,0,297995.791572577,0,32,0,32
"Boromys_torrei","Rodentia","Echimyidae",0,32,0,297995.791572577,0,32,0,32
"Borungaboodie_hatcheri","Diprotodontia","Potoroidae",0,45,0,419056.581898937,0,45,0,45
"Bos_gaurus","Cetartiodactyla","Bovidae",310,560,2886834.23085934,5214926.3525201,310,560,310,560
"Bos_javanicus","Cetartiodactyla","Bovidae",93,472,866050.269257802,4395437.92569551,93,472,93,472
"Bos_mutus","Cetartiodactyla","Bovidae",95,657,884675.006231088,6118226.09572447,95,657,95,657
"Bos_primigenius","Cetartiodactyla","Bovidae",0,3220,0,29985826.5269906,0,3220,0,3220
"Bos_sauveli","Cetartiodactyla","Bovidae",0,10,0,93123.6848664304,0,10,0,10
"Boselaphus_tragocamelus","Cetartiodactyla","Bovidae",294,324,2737836.33507305,3017207.38967234,294,324,294,324
"Brachiones_przewalskii","Rodentia","Muridae",137,137,1275794.4826701,1275794.4826701,137,137,137,137
"Brachylagus_idahoensis","Lagomorpha","Leporidae",83,83,772926.584391372,772926.584391372,83,83,83,83
"Brachyprotoma_obtusata","Carnivora","Mephitidae",0,1697,0,15803089.3218332,0,1697,0,1697
"Brachytarsomys_albicauda","Rodentia","Nesomyidae",23,44,214184.47519279,409744.213412294,23,44,23,44
"Brachytarsomys_villosa","Rodentia","Nesomyidae",5,7,46561.8424332152,65186.5794065013,5,7,5,7
"Brachyteles_arachnoides","Primates","Atelidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Brachyteles_hypoxanthus","Primates","Atelidae",21,26,195559.738219504,242121.580652719,21,26,21,26
"Brachyuromys_betsileoensis","Rodentia","Nesomyidae",17,38,158310.264272932,353870.002492435,17,38,17,38
"Brachyuromys_ramirohitra","Rodentia","Nesomyidae",23,45,214184.47519279,419056.581898937,23,45,23,45
"Bradypus_pygmaeus","Pilosa","Bradypodidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Bradypus_torquatus","Pilosa","Bradypodidae",27,38,251433.949139362,353870.002492435,27,38,27,38
"Bradypus_tridactylus","Pilosa","Bradypodidae",151,151,1406167.6414831,1406167.6414831,151,151,151,151
"Bradypus_variegatus","Pilosa","Bradypodidae",1196,1196,11137592.7100251,11137592.7100251,1196,1196,1196,1196
"Brotomys_voratus","Rodentia","Echimyidae",0,20,0,186247.369732861,0,20,0,20
"Brucepattersonius_albinasus","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Brucepattersonius_griserufescens","Rodentia","Cricetidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Brucepattersonius_guarani","Rodentia","Cricetidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Brucepattersonius_igniventris","Rodentia","Cricetidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Brucepattersonius_iheringi","Rodentia","Cricetidae",42,42,391119.476439007,391119.476439007,42,42,42,42
"Brucepattersonius_misionensis","Rodentia","Cricetidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Brucepattersonius_paradisus","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Brucepattersonius_soricinus","Rodentia","Cricetidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Bubalus_arnee","Cetartiodactyla","Bovidae",24,460,223496.843679433,4283689.5038558,24,460,24,460
"Bubalus_depressicornis","Cetartiodactyla","Bovidae",35,51,325932.897032506,474930.792818795,35,51,35,51
"Bubalus_grovesi","Cetartiodactyla","Bovidae",0,51,0,474930.792818795,0,51,0,51
"Bubalus_mindorensis","Cetartiodactyla","Bovidae",4,5,37249.4739465721,46561.8424332152,4,5,4,5
"Bubalus_palaeokerabau","Cetartiodactyla","Bovidae",0,30,0,279371.054599291,0,30,0,30
"Bubalus_quarlesi","Cetartiodactyla","Bovidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Budorcas_taxicolor","Cetartiodactyla","Bovidae",91,91,847425.532284516,847425.532284516,91,91,91,91
"Bullimus_bagobus","Rodentia","Muridae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Bullimus_gamay","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Bullimus_luzonicus","Rodentia","Muridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Bunolagus_monticularis","Lagomorpha","Leporidae",19,19,176935.001246218,176935.001246218,19,19,19,19
"Bunomys_andrewsi","Rodentia","Muridae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Bunomys_chrysocomus","Rodentia","Muridae",47,47,437681.318872223,437681.318872223,47,47,47,47
"Bunomys_coelestis","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Bunomys_fratrorum","Rodentia","Muridae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Bunomys_penitus","Rodentia","Muridae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Bunomys_prolatus","Rodentia","Muridae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Burramys_parvus","Diprotodontia","Burramyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Cabassous_centralis","Cingulata","CingulataFam",143,143,1331668.69358995,1331668.69358995,143,143,143,143
"Cabassous_chacoensis","Cingulata","CingulataFam",75,75,698427.636498228,698427.636498228,75,75,75,75
"Cabassous_tatouay","Cingulata","CingulataFam",322,322,2998582.65269906,2998582.65269906,322,322,322,322
"Cabassous_unicinctus","Cingulata","CingulataFam",1141,1141,10625412.4432597,10625412.4432597,1141,1141,1141,1141
"Cacajao_calvus","Primates","Pitheciidae",57,74,530805.003738653,689115.268011585,57,74,57,74
"Cacajao_hosomi","Primates","Pitheciidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Caenolestes_caniventer","Paucituberculata","Caenolestidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Caenolestes_condorensis","Paucituberculata","Caenolestidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Caenolestes_convelatus","Paucituberculata","Caenolestidae",14,21,130373.158813003,195559.738219504,14,21,14,21
"Caenolestes_fuliginosus","Paucituberculata","Caenolestidae",47,47,437681.318872223,437681.318872223,47,47,47,47
"Caenolestes_sangay","Paucituberculata","Caenolestidae",5,6,46561.8424332152,55874.2109198582,5,6,5,6
"Caipora_bambuiorum","Primates","Atelidae",0,1089,0,10141169.2819543,0,1089,0,1089
"Calcochloris_obtusirostris","Afrosoricida","Chrysochloridae",28,28,260746.317626005,260746.317626005,28,28,28,28
"Calcochloris_tytonis","Afrosoricida","Chrysochloridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Callicebus_aureipalatii","Primates","Pitheciidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Callicebus_baptista","Primates","Pitheciidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Callicebus_barbarabrownae","Primates","Pitheciidae",28,28,260746.317626005,260746.317626005,28,28,28,28
"Callicebus_bernhardi","Primates","Pitheciidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Callicebus_brunneus","Primates","Pitheciidae",51,51,474930.792818795,474930.792818795,51,51,51,51
"Callicebus_caligatus","Primates","Pitheciidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Callicebus_caquetensis","Primates","Pitheciidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Callicebus_cinerascens","Primates","Pitheciidae",36,36,335245.265519149,335245.265519149,36,36,36,36
"Callicebus_coimbrai","Primates","Pitheciidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Callicebus_cupreus","Primates","Pitheciidae",113,113,1052297.63899066,1052297.63899066,113,113,113,113
"Callicebus_discolor","Primates","Pitheciidae",39,39,363182.370979078,363182.370979078,39,39,39,39
"Callicebus_donacophilus","Primates","Pitheciidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Callicebus_dubius","Primates","Pitheciidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Callicebus_hoffmannsi","Primates","Pitheciidae",21,21,195559.738219504,195559.738219504,21,21,21,21
"Callicebus_lucifer","Primates","Pitheciidae",44,44,409744.213412294,409744.213412294,44,44,44,44
"Callicebus_lugens","Primates","Pitheciidae",139,139,1294419.21964338,1294419.21964338,139,139,139,139
"Callicebus_medemi","Primates","Pitheciidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Callicebus_melanochir","Primates","Pitheciidae",25,25,232809.212166076,232809.212166076,25,25,25,25
"Callicebus_modestus","Primates","Pitheciidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Callicebus_moloch","Primates","Pitheciidae",130,130,1210607.90326359,1210607.90326359,130,130,130,130
"Callicebus_nigrifrons","Primates","Pitheciidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Callicebus_oenanthe","Primates","Pitheciidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Callicebus_olallae","Primates","Pitheciidae",2,2,18624.7369732861,18624.7369732861,2,2,2,2
"Callicebus_ornatus","Primates","Pitheciidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Callicebus_pallescens","Primates","Pitheciidae",65,65,605303.951631797,605303.951631797,65,65,65,65
