"","order","family","genus","species","binomial","diet.invertivore.tot","diet.carnivore.tot","diet.browser.tot","diet.grazer.tot","diet.piscivore.tot","diet.frugivore.tot","avg.mass","n.cont","continent.Africa","continent.North.America","continent.South.America","continent.Eurasia","continent.Australia","diet.breadth"
"1346","Rodentia","Sciuridae","Tamias","rufus","Tamias rufus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53.6,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1347","Chiroptera","Phyllostomidae","Phylloderma","stenops","Phylloderma stenops",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53.675,2,FALSE,TRUE,TRUE,FALSE,FALSE,1
"1348","Rodentia","Cricetidae","Peromyscus","winkelmanni","Peromyscus winkelmanni",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,53.75,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1349","Rodentia","Cricetidae","Oryzomys","palustris","Oryzomys palustris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.875,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1350","Rodentia","Cricetidae","Chionomys","nivalis","Chionomys nivalis",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1351","Rodentia","Muridae","Zelotomys","woosnami","Zelotomys woosnami",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,54.1,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1352","Rodentia","Heteromyidae","Heteromys","nelsoni","Heteromys nelsoni",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,54.2,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1353","Rodentia","Muridae","Maxomys","whiteheadi","Maxomys whiteheadi",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,54.333,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1354","Rodentia","Cricetidae","Oryzomys","scotti","Oryzomys scotti",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,54.33333333,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1355","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","Dicrostonyx groenlandicus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54.4,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1356","Rodentia","Heteromyidae","Dipodomys","microps","Dipodomys microps",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,54.6,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1357","Rodentia","Dipodidae","Jaculus","blanfordi","Jaculus blanfordi",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,54.7,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1358","Rodentia","Cricetidae","Auliscomys","pictus","Auliscomys pictus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54.7,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1359","Chiroptera","Molossidae","Eumops","underwoodi","Eumops underwoodi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1360","Chiroptera","Pteropodidae","Cynopterus","horsfieldii","Cynopterus horsfieldii",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,54.767,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1361","Soricomorpha","Soricidae","Crocidura","goliath","Crocidura goliath",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54.84,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1362","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi","Sminthopsis douglasi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,1,FALSE,FALSE,FALSE,FALSE,TRUE,1
"1363","Notoryctemorphia","Notoryctidae","Notoryctes","typhlops","Notoryctes typhlops",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,1,FALSE,FALSE,FALSE,FALSE,TRUE,1
"1364","Soricomorpha","Talpidae","Scapanus","latimanus","Scapanus latimanus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1365","Rodentia","Cricetidae","Oryzomys","talamancae","Oryzomys talamancae",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,55,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1366","Rodentia","Dipodidae","Stylodipus","telum","Stylodipus telum",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,55,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1367","Soricomorpha","Soricidae","Chimarrogale","hantu","Chimarrogale hantu",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1368","Rodentia","Cricetidae","Dicrostonyx","richardsoni","Dicrostonyx richardsoni",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1369","Rodentia","Muridae","Leimacomys","buettneri","Leimacomys buettneri",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1370","Rodentia","Bathyergidae","Heterocephalus","glaber","Heterocephalus glaber",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1371","Rodentia","Cricetidae","Oryzomys","nitidus","Oryzomys nitidus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,55.2,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1372","Rodentia","Muridae","Sekeetamys","calurus","Sekeetamys calurus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,55.25,2,TRUE,FALSE,FALSE,TRUE,FALSE,1
"1373","Didelphimorphia","Didelphidae","Monodelphis","unistriata","Monodelphis unistriata",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.301,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1374","Rodentia","Sciuridae","Tamiops","mcclellandii","Tamiops mcclellandii",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,55.469,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1375","Rodentia","Cricetidae","Sigmodon","alstoni","Sigmodon alstoni",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,55.701,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1376","Rodentia","Sciuridae","Tamiops","rodolphii","Tamiops rodolphii",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,55.95,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1377","Rodentia","Cricetidae","Dinaromys","bogdanovi","Dinaromys bogdanovi",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,56,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1378","Rodentia","Muridae","Lamottemys","okuensis","Lamottemys okuensis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,56,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1379","Rodentia","Muridae","Mastomys","erythroleucus","Mastomys erythroleucus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,56.15,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1380","Rodentia","Cricetidae","Phyllotis","xanthopygus","Phyllotis xanthopygus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56.3,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1381","Rodentia","Dipodidae","Jaculus","jaculus","Jaculus jaculus",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,56.55,2,TRUE,FALSE,FALSE,TRUE,FALSE,2
"1382","Didelphimorphia","Didelphidae","Marmosa","robinsoni","Marmosa robinsoni",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,2,FALSE,TRUE,TRUE,FALSE,FALSE,2
"1383","Chiroptera","Pteropodidae","Eonycteris","spelaea","Eonycteris spelaea",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,56.735,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1384","Rodentia","Muridae","Golunda","ellioti","Golunda ellioti",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,56.75,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1385","Rodentia","Muridae","Hybomys","trivirgatus","Hybomys trivirgatus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,56.9,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1386","Macroscelidea","Macroscelididae","Elephantulus","fuscipes","Elephantulus fuscipes",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56.999,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1387","Rodentia","Cricetidae","Dicrostonyx","hudsonius","Dicrostonyx hudsonius",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,56.999,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1388","Rodentia","Cricetidae","Microtus","californicus","Microtus californicus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,57.425,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1389","Rodentia","Cricetidae","Rhipidomys","latimanus","Rhipidomys latimanus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,57.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1390","Rodentia","Cricetidae","Oryzomys","megacephalus","Oryzomys megacephalus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,57.8,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1391","Rodentia","Heteromyidae","Dipodomys","agilis","Dipodomys agilis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57.85,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1392","Soricomorpha","Soricidae","Crocidura","olivieri","Crocidura olivieri",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57.95,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1393","Rodentia","Muridae","Lemniscomys","griselda","Lemniscomys griselda",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,58,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1394","Didelphimorphia","Didelphidae","Monodelphis","dimidiata","Monodelphis dimidiata",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,58,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1395","Rodentia","Cricetidae","Oryzomys","macconnelli","Oryzomys macconnelli",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,58,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1396","Rodentia","Heteromyidae","Dipodomys","simulans","Dipodomys simulans",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,58,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1397","Rodentia","Geomyidae","Thomomys","clusius","Thomomys clusius",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,58,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1398","Rodentia","Cricetidae","Oryzomys","keaysi","Oryzomys keaysi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,58.3,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1399","Rodentia","Muridae","Mastomys","natalensis","Mastomys natalensis",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,58.32,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1400","Rodentia","Cricetidae","Pearsonomys","annectens","Pearsonomys annectens",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,58.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1401","Rodentia","Cricetidae","Peromyscus","melanocarpus","Peromyscus melanocarpus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,59,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1402","Rodentia","Dipodidae","Allactaga","elater","Allactaga elater",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,59,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1403","Rodentia","Muridae","Dasymys","montanus","Dasymys montanus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1404","Rodentia","Muridae","Dasymys","rufulus","Dasymys rufulus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1405","Rodentia","Muridae","Hadromys","humei","Hadromys humei",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,59,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1406","Rodentia","Cricetidae","Galenomys","garleppi","Galenomys garleppi",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,59.299,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1407","Rodentia","Muridae","Lemniscomys","rosalia","Lemniscomys rosalia",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,59.3,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1408","Rodentia","Muridae","Cremnomys","cutchicus","Cremnomys cutchicus",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,59.8,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1409","Didelphimorphia","Didelphidae","Marmosops","fuscatus","Marmosops fuscatus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1410","Rodentia","Cricetidae","Akodon","aerosus","Akodon aerosus",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,60,1,FALSE,FALSE,TRUE,FALSE,FALSE,3
"1411","Didelphimorphia","Didelphidae","Tlacuatzin","canescens","Tlacuatzin canescens",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1412","Rodentia","Cricetidae","Peromyscus","mekisturus","Peromyscus mekisturus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1413","Chiroptera","Phyllostomidae","Artibeus","amplus","Artibeus amplus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1414","Rodentia","Muridae","Lophuromys","flavopunctatus","Lophuromys flavopunctatus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1415","Rodentia","Muridae","Pelomys","isseli","Pelomys isseli",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1416","Rodentia","Muridae","Zelotomys","hildegardeae","Zelotomys hildegardeae",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1417","Soricomorpha","Talpidae","Galemys","pyrenaicus","Galemys pyrenaicus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60.167,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1418","Rodentia","Muridae","Taterillus","pygargus","Taterillus pygargus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,60.2,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1419","Chiroptera","Noctilionidae","Noctilio","leporinus","Noctilio leporinus",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60.2575,2,FALSE,TRUE,TRUE,FALSE,FALSE,2
"1420","Chiroptera","Phyllostomidae","Artibeus","lituratus","Artibeus lituratus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60.328,2,FALSE,TRUE,TRUE,FALSE,FALSE,1
"1421","Rodentia","Heteromyidae","Dipodomys","ordii","Dipodomys ordii",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,60.4,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1422","Soricomorpha","Talpidae","Euroscaptor","micrura","Euroscaptor micrura",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60.469,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1423","Rodentia","Cricetidae","Handleyomys","intectus","Handleyomys intectus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1424","Rodentia","Cricetidae","Oryzomys","albigularis","Oryzomys albigularis",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1425","Rodentia","Cricetidae","Oryzomys","auriventer","Oryzomys auriventer",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1426","Rodentia","Cricetidae","Oryzomys","balneator","Oryzomys balneator",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1427","Rodentia","Cricetidae","Oryzomys","bolivaris","Oryzomys bolivaris",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1428","Rodentia","Cricetidae","Oryzomys","gorgasi","Oryzomys gorgasi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1429","Rodentia","Cricetidae","Oryzomys","hammondi","Oryzomys hammondi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1430","Rodentia","Cricetidae","Oryzomys","lamia","Oryzomys lamia",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1431","Rodentia","Cricetidae","Oryzomys","laticeps","Oryzomys laticeps",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1432","Rodentia","Cricetidae","Oryzomys","levipes","Oryzomys levipes",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1433","Rodentia","Cricetidae","Oryzomys","polius","Oryzomys polius",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1434","Rodentia","Cricetidae","Oryzomys","russatus","Oryzomys russatus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1435","Rodentia","Cricetidae","Oryzomys","yunganus","Oryzomys yunganus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,60.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1436","Rodentia","Muridae","Rattus","colletti","Rattus colletti",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61,1,FALSE,FALSE,FALSE,FALSE,TRUE,1
"1437","Rodentia","Muridae","Niviventer","hinpoon","Niviventer hinpoon",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,61,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1438","Primates","Galagidae","Galago","demidoff","Galago demidoff",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1439","Soricomorpha","Talpidae","Scapanus","orarius","Scapanus orarius",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.2,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1440","Rodentia","Cricetidae","Oryzomys","legatus","Oryzomys legatus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,61.501,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1441","Rodentia","Cricetidae","Oecomys","concolor","Oecomys concolor",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61.55,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1442","Rodentia","Sciuridae","Tamias","cinereicollis","Tamias cinereicollis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61.701,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1443","Rodentia","Muridae","Thamnomys","venustus","Thamnomys venustus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,61.875,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1444","Rodentia","Sciuridae","Tamias","speciosus","Tamias speciosus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,62,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1445","Rodentia","Muridae","Deomys","ferrugineus","Deomys ferrugineus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1446","Rodentia","Muridae","Meriones","meridianus","Meriones meridianus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62.1,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1447","Rodentia","Sciuridae","Tamias","quadrivittatus","Tamias quadrivittatus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,62.2,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1448","Didelphimorphia","Didelphidae","Marmosops","incanus","Marmosops incanus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62.3,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1449","Rodentia","Cricetidae","Oecomys","mamorae","Oecomys mamorae",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,62.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1450","Rodentia","Muridae","Colomys","goslingi","Colomys goslingi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1451","Chiroptera","Pteropodidae","Epomophorus","labiatus","Epomophorus labiatus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,62.955,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1452","Rodentia","Muridae","Pogonomys","macrourus","Pogonomys macrourus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,63,1,FALSE,FALSE,FALSE,FALSE,TRUE,2
"1453","Rodentia","Cricetidae","Microtus","fortis","Microtus fortis",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,63,1,FALSE,FALSE,FALSE,TRUE,FALSE,2
"1454","Rodentia","Sciuridae","Tamias","umbrinus","Tamias umbrinus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1455","Rodentia","Cricetidae","Abrawayaomys","ruschii","Abrawayaomys ruschii",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,63,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1456","Didelphimorphia","Didelphidae","Marmosa","rubra","Marmosa rubra",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,63,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1457","Rodentia","Heteromyidae","Heteromys","gaumeri","Heteromys gaumeri",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,63.6,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1458","Rodentia","Sciuridae","Glaucomys","volans","Glaucomys volans",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,63.866,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1459","Chiroptera","Phyllostomidae","Artibeus","fimbriatus","Artibeus fimbriatus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63.9,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1460","Erinaceomorpha","Erinaceidae","Hylomys","suillus","Hylomys suillus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1461","Rodentia","Muridae","Hapalomys","delacouri","Hapalomys delacouri",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,64.3,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
"1462","Rodentia","Cricetidae","Neotomys","ebriosus","Neotomys ebriosus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,64.5,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1463","Rodentia","Cricetidae","Microtus","townsendii","Microtus townsendii",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,64.75,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1464","Rodentia","Muridae","Malacomys","edwardsi","Malacomys edwardsi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,64.95,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1465","Rodentia","Heteromyidae","Liomys","adspersus","Liomys adspersus",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,64.999,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1466","Rodentia","Heteromyidae","Liomys","spectabilis","Liomys spectabilis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,64.999,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1467","Rodentia","Muridae","Pseudomys","australis","Pseudomys australis",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,1,FALSE,FALSE,FALSE,FALSE,TRUE,1
"1468","Rodentia","Muridae","Niviventer","confucianus","Niviventer confucianus",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,65,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1469","Rodentia","Bathyergidae","Cryptomys","darlingi","Cryptomys darlingi",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,65.58,1,TRUE,FALSE,FALSE,FALSE,FALSE,2
"1470","Rodentia","Cricetidae","Auliscomys","boliviensis","Auliscomys boliviensis",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,65.701,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
"1471","Rodentia","Cricetidae","Peromyscus","megalops","Peromyscus megalops",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66.2,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1472","Macroscelidea","Macroscelididae","Elephantulus","rupestris","Elephantulus rupestris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.4,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1473","Rodentia","Cricetidae","Anotomys","leander","Anotomys leander",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,66.4,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1474","Rodentia","Cricetidae","Ichthyomys","hydrobates","Ichthyomys hydrobates",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,66.4,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1475","Rodentia","Muridae","Niviventer","cremoriventer","Niviventer cremoriventer",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,66.4,1,FALSE,FALSE,FALSE,TRUE,FALSE,3
"1476","Rodentia","Geomyidae","Thomomys","idahoensis","Thomomys idahoensis",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,67,1,FALSE,TRUE,FALSE,FALSE,FALSE,2
"1477","Rodentia","Cricetidae","Delomys","dorsalis","Delomys dorsalis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,67.499,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1478","Rodentia","Cricetidae","Graomys","griseoflavus","Graomys griseoflavus",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,67.499,1,FALSE,FALSE,TRUE,FALSE,FALSE,2
"1479","Chiroptera","Pteropodidae","Scotonycteris","ophiodon","Scotonycteris ophiodon",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,67.5,1,TRUE,FALSE,FALSE,FALSE,FALSE,1
"1480","Rodentia","Sciuridae","Tamias","ruficaudus","Tamias ruficaudus",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,68,1,FALSE,TRUE,FALSE,FALSE,FALSE,1
"1481","Rodentia","Cricetidae","Oxymycterus","akodontius","Oxymycterus akodontius",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
