"mass.Africa","mass.Africa.na","per.Africa.missing.mass","mass.Eurasia","mass.Eurasia.na","per.Eurasia.missing.mass","mass.Australia","mass.Australia.na","per.Australia.missing.mass","mass.North.America","mass.North.America.na","per.North.America.missing.mass","mass.South.America","mass.South.America.na","per.South.America.missing.mass"
1150,0,0,1165,0,0,336,0,0,808,0,0,1200,0,0
