"mass.Africa","mass.Africa.na","per.Africa.missing.mass","mass.Eurasia","mass.Eurasia.na","per.Eurasia.missing.mass","mass.Australia","mass.Australia.na","per.Australia.missing.mass","mass.North.America","mass.North.America.na","per.North.America.missing.mass","mass.South.America","mass.South.America.na","per.South.America.missing.mass"
789,361,0.313913043478261,835,330,0.283261802575107,301,35,0.104166666666667,712,96,0.118811881188119,921,279,0.2325
