"foss.Africa","foss.Africa.na","per.foss.missing.Africa","phyl.Africa","phyl.Africa.na","per.phyl.missing.Africa","foss.Eurasia","foss.Eurasia.na","per.foss.missing.Eurasia","phyl.Eurasia","phyl.Eurasia.na","per.phyl.missing.Eurasia","foss.Australia","foss.Australia.na","per.foss.missing.Australia","phyl.Australia","phyl.Australia.na","per.phyl.missing.Australia","foss.North.America","foss.North.America.na","per.foss.missing.North.America","phyl.North.America","phyl.North.America.na","per.phyl.missing.North.America","foss.South.America","foss.South.America.na","per.foss.missing.South.America","phyl.South.America","phyl.South.America.na","per.phyl.missing.South.America"
110,1040,0.904347826086957,1005,145,0.126086956521739,149,1016,0.872103004291846,1109,56,0.048068669527897,73,263,0.782738095238095,301,35,0.104166666666667,278,529,0.655514250309789,754,53,0.0656753407682776,144,1056,0.88,1062,138,0.115
