family;null.N;trotter.N;limited.N;homies.N;prop.null;prop.homies;prop.lim;prop.trot;p.homies;p.lim;p.trot;signif.homies;signif.bonferoni.homies;signif.holm.homies;signif.sidak.homies;signif.holm.sidak.homies;signif.lim;signif.bonferoni.lim;signif.holm.lim;signif.sidak.lim;signif.holm.sidak.lim;signif.trot;signif.bonferoni.trot;signif.holm.trot;signif.sidak.trot;signif.holm.sidak.trot
Petauridae;6;0;0;6;0.00136798905608755;0.00145631067961165;0;0;0.830867656460065;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Pseudocheiridae;6;0;0;6;0.00136798905608755;0.00145631067961165;0;0;0.830867656460065;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Tupaiidae;6;0;0;6;0.00136798905608755;0.00145631067961165;0;0;0.830867656460065;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Gliridae;27;0;1;26;0.00615595075239398;0.00631067961165049;0.00384615384615385;0;0.842049899404027;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Anomaluridae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Chinchillidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Diprotodontidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Manidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Moschidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Mylodontidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Tragulidae;7;0;0;7;0.00159598723210214;0.00169902912621359;0;0;0.843383671057366;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Calomyscidae;8;0;0;8;0.00182398540811674;0.00194174757281553;0;0;0.853543068542963;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Peramelidae;8;0;0;8;0.00182398540811674;0.00194174757281553;0;0;0.853543068542963;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Phalangeridae;8;0;0;8;0.00182398540811674;0.00194174757281553;0;0;0.853543068542963;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Erinaceidae;19;0;1;18;0.00433196534427725;0.00436893203883495;0.00384615384615385;0;0.9054781812937;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Atelidae;24;0;1;23;0.00547195622435021;0.00558252427184466;0.00384615384615385;0;0.915603948182347;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Pteropodidae;55;0;3;52;0.0125398996808026;0.012621359223301;0.0115384615384615;0;0.94412298665644;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
Didelphidae;87;0;5;82;0.0198358413132695;0.0199029126213592;0.0192307692307692;0;0.955423242446866;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
