"","order","family","genus","species","binomial","diet.invertivore.tot","diet.carnivore.tot","diet.browser.tot","diet.grazer.tot","diet.piscivore.tot","diet.frugivore.tot","avg.mass","n.cont","continent.Africa","continent.North.America","continent.South.America","continent.Eurasia","continent.Australia","diet.breadth","family.origin","Max_longevity_d","Rspan_d","AFR_d","Calculated_GL_d","GenerationLength_d","accepted_name","lw.range","hi.range","foss.age","age.median","current.range","present.natural.range","current.range.km2","present.natural.range.km2","home.range.km2","indiv.home.range.km2","dispersal.age.d"
"1","Soricomorpha","Soricidae","Suncus","remyi","Suncus remyi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.75,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,4.25070568,NA,NA,NA,NA,NA,NA,NA
"2","Soricomorpha","Soricidae","Suncus","etruscus","Suncus etruscus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.125,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","1076.75","684.5",392.25,"590.755",590.755,NA,NA,NA,NA,2.064304583,NA,NA,NA,NA,NA,NA,NA
"3","Soricomorpha","Soricidae","Crocidura","lusitania","Crocidura lusitania",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,1.745545156,NA,NA,NA,NA,NA,NA,NA
"4","Chiroptera","Vespertilionidae","Kerivoula","minuta","Kerivoula minuta",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.03,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,3.0754047185,NA,NA,NA,NA,NA,NA,NA
"5","Chiroptera","Craseonycteridae","Craseonycteris","thonglongyai","Craseonycteris thonglongyai",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.153,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,46.25,NA,NA,NA,NA,NA,NA,NA
"6","Soricomorpha","Soricidae","Sorex","arizonae","Sorex arizonae",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.4,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,4.804649559,NA,NA,NA,NA,NA,NA,NA
"7","Soricomorpha","Soricidae","Sorex","nanus","Sorex nanus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.4,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,0.96013106605,NA,NA,NA,NA,NA,NA,NA
"8","Chiroptera","Vespertilionidae","Pipistrellus","nanulus","Pipistrellus nanulus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,4.2521292775,NA,NA,NA,NA,NA,NA,NA
"9","Soricomorpha","Soricidae","Crocidura","planiceps","Crocidura planiceps",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,2.35324953,NA,NA,NA,NA,NA,NA,NA
"10","Soricomorpha","Soricidae","Sorex","hoyi","Sorex hoyi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.575,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,"Sorex hoyi",0.126,2.588,1.357,5.635765647,NA,NA,NA,NA,NA,NA,NA
"11","Soricomorpha","Soricidae","Sorex","minutissimus","Sorex minutissimus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.675,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,1.262109942,NA,NA,NA,NA,NA,NA,NA
"12","Chiroptera","Vespertilionidae","Hypsugo","bodenheimeri","Hypsugo bodenheimeri",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.7,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Soricomorpha","Soricidae","Sorex","gaspensis","Sorex gaspensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.89,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Chiroptera","Vespertilionidae","Myotis","siligorensis","Myotis siligorensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.955,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.222534796,NA,NA,NA,NA,NA,NA,NA
"15","Chiroptera","Vespertilionidae","Kerivoula","phalaena","Kerivoula phalaena",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,1.8647496405,NA,NA,NA,NA,NA,NA,NA
"16","Soricomorpha","Soricidae","Suncus","infinitesimus","Suncus infinitesimus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,4.1961350965,NA,NA,NA,NA,NA,NA,NA
"17","Soricomorpha","Soricidae","Sorex","preblei","Sorex preblei",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,1.5068549655,NA,NA,NA,NA,NA,NA,NA
"18","Chiroptera","Thyropteridae","Thyroptera","discifera","Thyroptera discifera",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,9.3688312915,NA,NA,NA,NA,NA,NA,NA
"19","Chiroptera","Vespertilionidae","Hypsugo","arabicus","Hypsugo arabicus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.17,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Soricomorpha","Soricidae","Sylvisorex","johnstoni","Sylvisorex johnstoni",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.17,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,4.720544676,NA,NA,NA,NA,NA,NA,NA
"21","Chiroptera","Furipteridae","Furipterus","horrens","Furipterus horrens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.177,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA
"22","Chiroptera","Vespertilionidae","Kerivoula","whiteheadi","Kerivoula whiteheadi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.29,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,2.2809696125,NA,NA,NA,NA,NA,NA,NA
"23","Chiroptera","Vespertilionidae","Myotis","rosseti","Myotis rosseti",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.29,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,3.70422966,NA,NA,NA,NA,NA,NA,NA
"24","Chiroptera","Furipteridae","Amorphochilus","schnablii","Amorphochilus schnablii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA
"25","Chiroptera","Emballonuridae","Saccopteryx","canescens","Saccopteryx canescens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.375,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,5.032599827,NA,NA,NA,NA,NA,NA,NA
"26","Soricomorpha","Soricidae","Sylvisorex","vulcanorum","Sylvisorex vulcanorum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,4.01572511,NA,NA,NA,NA,NA,NA,NA
"27","Chiroptera","Vespertilionidae","Myotis","nesopolus","Myotis nesopolus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,0.60460997915,NA,NA,NA,NA,NA,NA,NA
"28","Soricomorpha","Soricidae","Sorex","haydeni","Sorex haydeni",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,1.456049866,NA,NA,NA,NA,NA,NA,NA
"29","Soricomorpha","Soricidae","Crocidura","bottegi","Crocidura bottegi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,2.755790253,NA,NA,NA,NA,NA,NA,NA
"30","Chiroptera","Vespertilionidae","Kerivoula","intermedia","Kerivoula intermedia",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.55,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,2.3746802835,NA,NA,NA,NA,NA,NA,NA
"31","Soricomorpha","Soricidae","Sorex","longirostris","Sorex longirostris",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.575,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,"Sorex longirostris",0.0117,0.126,0.06885,2.461904627,NA,NA,NA,NA,NA,NA,NA
"32","Chiroptera","Vespertilionidae","Tylonycteris","pachypus","Tylonycteris pachypus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.58,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,3.8983303485,NA,NA,NA,NA,NA,NA,NA
"33","Soricomorpha","Soricidae","Sorex","ugyunak","Sorex ugyunak",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,0.711994549,NA,NA,NA,NA,NA,NA,NA
"34","Chiroptera","Vespertilionidae","Rhogeessa","minutilla","Rhogeessa minutilla",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.65,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,2.1215703895,NA,NA,NA,NA,NA,NA,NA
"35","Chiroptera","Vespertilionidae","Pipistrellus","hesperus","Pipistrellus hesperus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","2220.1125","no information",NA,"no information",1885.946275,"Pipistrellus hesperus",0,0.0117,0.00585,5.822220134,NA,NA,NA,NA,NA,NA,NA
"36","Soricomorpha","Soricidae","Sorex","tenellus","Sorex tenellus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.75,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,4.0366706495,NA,NA,NA,NA,NA,NA,NA
"37","Soricomorpha","Soricidae","Sorex","trowbridgii","Sorex trowbridgii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","547.5","no information",NA,"no information",422.8845979,NA,NA,NA,NA,4.822534669,NA,NA,NA,NA,NA,NA,NA
"38","Chiroptera","Vespertilionidae","Neoromicia","somalicus","Neoromicia somalicus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Chiroptera","Vespertilionidae","Vespadelus","vulturnus","Vespadelus vulturnus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.815,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,1.0809000175,NA,NA,NA,NA,NA,NA,NA
"40","Chiroptera","Vespertilionidae","Neoromicia","nanus","Neoromicia nanus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.886,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Soricomorpha","Soricidae","Crocidura","fuscomurina","Crocidura fuscomurina",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.917,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,2.0704945105,NA,NA,NA,NA,NA,NA,NA
"42","Rodentia","Dipodidae","Salpingotulus","michaelis","Salpingotulus michaelis",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.92,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","no information","no information",NA,"no information",731.7872,NA,NA,NA,NA,6.7816514005,NA,NA,NA,NA,NA,NA,NA
"43","Chiroptera","Hipposideridae","Hipposideros","halophyllus","Hipposideros halophyllus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,1.816675,NA,NA,NA,NA,NA,NA,NA
"44","Chiroptera","Vespertilionidae","Murina","suilla","Murina suilla",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,1.539550106,NA,NA,NA,NA,NA,NA,NA
"45","Chiroptera","Vespertilionidae","Myotis","ridleyi","Myotis ridleyi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,4.1047803585,NA,NA,NA,NA,NA,NA,NA
"46","Chiroptera","Vespertilionidae","Pipistrellus","tenuis","Pipistrellus tenuis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,0.2776145064,NA,NA,NA,NA,NA,NA,NA
"47","Chiroptera","Emballonuridae","Saccopteryx","gymnura","Saccopteryx gymnura",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,5.9302510875,NA,NA,NA,NA,NA,NA,NA
"48","Soricomorpha","Soricidae","Crocidura","obscurior","Crocidura obscurior",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,2.9295303565,NA,NA,NA,NA,NA,NA,NA
"49","Soricomorpha","Soricidae","Sylvisorex","granti","Sylvisorex granti",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,1.2145449165,NA,NA,NA,NA,NA,NA,NA
"50","Chiroptera","Hipposideridae","Cloeotis","percivali","Cloeotis percivali",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.05,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,14.892802395,NA,NA,NA,NA,NA,NA,NA
"51","Chiroptera","Vespertilionidae","Myotis","elegans","Myotis elegans",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.05,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,1.355384963,NA,NA,NA,NA,NA,NA,NA
"52","Chiroptera","Vespertilionidae","Kerivoula","pellucida","Kerivoula pellucida",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,9.9011236365,NA,NA,NA,NA,NA,NA,NA
"53","Chiroptera","Hipposideridae","Hipposideros","doriae","Hipposideros doriae",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1834.2256,NA,NA,NA,NA,3.4789049205,NA,NA,NA,NA,NA,NA,NA
"54","Chiroptera","Emballonuridae","Rhynchonycteris","naso","Rhynchonycteris naso",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.207,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,15.51280103,NA,NA,NA,NA,NA,NA,NA
"55","Chiroptera","Vespertilionidae","Myotis","nigricans","Myotis nigricans",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.24,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America","2555","2457",98,"810.53",810.53,NA,NA,NA,NA,1.89887,NA,NA,NA,NA,NA,NA,NA
"56","Dasyuromorphia","Dasyuridae","Planigale","ingrami","Planigale ingrami",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.25,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","474.5","no information",NA,"no information",697.30675,NA,NA,NA,NA,6.2703399425,NA,NA,NA,NA,NA,NA,NA
"57","Chiroptera","Vespertilionidae","Murina","florium","Murina florium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.25,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,1.5058749655,NA,NA,NA,NA,NA,NA,NA
"58","Chiroptera","Emballonuridae","Balantiopteryx","io","Balantiopteryx io",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,"Balantiopteryx io",0.0117,0.126,0.06885,6.1452447175,NA,NA,NA,NA,NA,NA,NA
"59","Soricomorpha","Soricidae","Crocidura","douceti","Crocidura douceti",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,1.8158653205,NA,NA,NA,NA,NA,NA,NA
"60","Soricomorpha","Soricidae","Sylvisorex","howelli","Sylvisorex howelli",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.317,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",426.9101194,NA,NA,NA,NA,4.0612855595,NA,NA,NA,NA,NA,NA,NA
"61","Chiroptera","Vespertilionidae","Nyctophilus","walkeri","Nyctophilus walkeri",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.335,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,0.685520415,NA,NA,NA,NA,NA,NA,NA
"62","Chiroptera","Vespertilionidae","Myotis","fortidens","Myotis fortidens",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.35,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,10.59285119,NA,NA,NA,NA,NA,NA,NA
"63","Chiroptera","Vespertilionidae","Rhogeessa","parvula","Rhogeessa parvula",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.35,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,2.8904602645,NA,NA,NA,NA,NA,NA,NA
"64","Chiroptera","Thyropteridae","Thyroptera","tricolor","Thyroptera tricolor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.356,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"South.America","no information","no information",NA,"no information",2070.531028,NA,NA,NA,NA,4.4896249995,NA,NA,NA,NA,NA,NA,NA
"65","Chiroptera","Emballonuridae","Balantiopteryx","infusca","Balantiopteryx infusca",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.375,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"Africa","no information","no information",NA,"no information",894.25,NA,NA,NA,NA,6.1452447175,NA,NA,NA,NA,NA,NA,NA
"66","Soricomorpha","Soricidae","Notiosorex","crawfordi","Notiosorex crawfordi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.393,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","456.25","no information",NA,"no information",426.9101194,"Notiosorex crawfordi",0.3,1.8,1.05,2.4754951135,NA,NA,NA,NA,NA,NA,NA
"67","Chiroptera","Vespertilionidae","Glischropus","tylopus","Glischropus tylopus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.438,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,3.426489575,NA,NA,NA,NA,NA,NA,NA
"68","Chiroptera","Vespertilionidae","Rhogeessa","tumida","Rhogeessa tumida",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.45,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,1.248855001,NA,NA,NA,NA,NA,NA,NA
"69","Chiroptera","Vespertilionidae","Myotis","muricola","Myotis muricola",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.467,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.136009902,NA,NA,NA,NA,NA,NA,NA
"70","Soricomorpha","Soricidae","Sorex","minutus","Sorex minutus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","730","441.05",288.95,"416.8545",416.8545,"Sorex minutus",4.2,4.9,4.55,1.8350697245,NA,NA,NA,NA,0.00108,0.00141,NA
"71","Chiroptera","Vespertilionidae","Kerivoula","picta","Kerivoula picta",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,11.28174967,NA,NA,NA,NA,NA,NA,NA
"72","Chiroptera","Vespertilionidae","Scotoecus","albofuscus","Scotoecus albofuscus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",2055.239876,NA,NA,NA,NA,3.3608454185,NA,NA,NA,NA,NA,NA,NA
"73","Soricomorpha","Soricidae","Crocidura","shantungensis","Crocidura shantungensis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","no information","no information",NA,"no information",409.171225,NA,NA,NA,NA,5.557625064,NA,NA,NA,NA,NA,NA,NA
"74","Chiroptera","Vespertilionidae","Kerivoula","hardwickii","Kerivoula hardwickii",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.53,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1825,NA,NA,NA,NA,2.646504818,NA,NA,NA,NA,NA,NA,NA
"75","Chiroptera","Vespertilionidae","Pipistrellus","rusticus","Pipistrellus rusticus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.55,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,2.667904882,NA,NA,NA,NA,NA,NA,NA
"76","Chiroptera","Vespertilionidae","Pipistrellus","coromandra","Pipistrellus coromandra",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,1.916324998,NA,NA,NA,NA,NA,NA,NA
"77","Chiroptera","Vespertilionidae","Myotis","californicus","Myotis californicus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"North.America","5475","no information",NA,"no information",2106.628504,NA,NA,NA,NA,2.132715047,NA,NA,NA,NA,NA,NA,NA
"78","Chiroptera","Vespertilionidae","Pipistrellus","anchietae","Pipistrellus anchietae",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"North.America","no information","no information",NA,"no information",1885.946275,NA,NA,NA,NA,1.5622250825,NA,NA,NA,NA,NA,NA,NA
"79","Soricomorpha","Soricidae","Sorex","saussurei","Sorex saussurei",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.65,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",422.8845979,NA,NA,NA,NA,3.806769911,NA,NA,NA,NA,NA,NA,NA
"80","Soricomorpha","Soricidae","Suncus","megalura","Suncus megalura",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.65,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",590.755,NA,NA,NA,NA,4.924294548,NA,NA,NA,NA,NA,NA,NA
"81","Soricomorpha","Soricidae","Sorex","cinereus","Sorex cinereus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.658,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","699.58333335","570.57833335",166.115,"331.58271667",331.5827167,"Sorex cinereus",1.8,4.9,3.35,2.4026504415,NA,NA,NA,NA,0.00404,0.00501,NA
