"","order","family","genus","species","binomial","diet.invertivore.tot","diet.carnivore.tot","diet.browser.tot","diet.grazer.tot","diet.piscivore.tot","diet.frugivore.tot","avg.mass","n.cont","continent.Africa","continent.North.America","continent.South.America","continent.Eurasia","continent.Australia","diet.breadth","family.origin","Max_longevity_d","Rspan_d","AFR_d","Calculated_GL_d","GenerationLength_d","accepted_name","lw.range","hi.range","foss.age","age.median","current.range","present.natural.range","current.range.km2","present.natural.range.km2","home.range.km2","indiv.home.range.km2","dispersal.age.d"
"2987","Artiodactyla","Bovidae","Procapra","przewalskii","Procapra przewalskii",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,27500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","7960.65","7455.65",505,"2667.1385",2667.1385,NA,NA,NA,NA,1.7413600595,NA,NA,NA,NA,NA,NA,NA
"2988","Artiodactyla","Bovidae","Procapra","gutturosa","Procapra gutturosa",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,27750,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","3163.3333333","2457.7433333",1080.53,"1793.2755667",1793.275567,NA,NA,NA,NA,1.8780148275,NA,NA,NA,NA,NA,NA,NA
"2989","Artiodactyla","Bovidae","Ammodorcas","clarkei","Ammodorcas clarkei",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28049.815,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","3741.25","3197.25",544,"1471.2025",2555,NA,NA,NA,NA,3.245994556,NA,NA,NA,NA,NA,NA,NA
"2990","Artiodactyla","Bovidae","Naemorhedus","goral","Naemorhedus goral",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,28500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","6424","5924",500,"2217.96",2555,"Naemorhedus goral",0.0117,0.126,0.06885,1.480204898,NA,NA,NA,NA,NA,NA,NA
"2991","Artiodactyla","Bovidae","Gazella","subgutturosa","Gazella subgutturosa",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","6849.8333333","6603.3333333",581.18,"2496.1466667",2496.146667,"Gazella subgutturosa",2.588,5.333,3.9605,0.7532055518,NA,NA,NA,NA,NA,NA,NA
"2992","Artiodactyla","Tayassuidae","Platygonus","compressus","Platygonus compressus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28600,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,"Platygonus compressus",2.588,3.6,3.094,1.601215037,NA,NA,NA,NA,NA,NA,NA
"2993","Artiodactyla","Bovidae","Saiga","tatarica","Saiga tatarica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","4380","4197.595",482.895,"1700.19755",1700.19755,"Saiga tatarica",0.126,0.781,0.4535,6.423856917,NA,NA,NA,NA,NA,NA,NA
"2994","Artiodactyla","Bovidae","Pseudois","schaeferi","Pseudois schaeferi",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29250,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","6889.375","6326.375",563,"2397.64875",2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995","Artiodactyla","Bovidae","Redunca","fulvorufula","Redunca fulvorufula",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29499.863,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","4825.3","4717.985",546.305,"1914.52065",1914.52065,"Redunca fulvorufula",2.588,3.6,3.094,2.921344428,NA,NA,NA,NA,0.07,NA,NA
"2996","Artiodactyla","Bovidae","Rupicapra","pyrenaica","Rupicapra pyrenaica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","6712.35","6020.35",692,"2437.9015",2437.9015,NA,NA,NA,NA,1.8795499145,NA,NA,NA,NA,NA,NA,NA
"2997","Dasyuromorphia","Thylacinidae","Thylacinus","cynocephalus","Thylacinus cynocephalus",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,"Thylacinus cynocephalus",0.781,2.588,1.6845,30,NA,NA,NA,NA,NA,NA,NA
"2998","Monotremata","Tachyglossidae","Zaglossus","hacketti","Zaglossus hacketti",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,"Zaglossus hacketti",0.0117,2.588,1.29985,7.735665,NA,NA,NA,NA,NA,NA,NA
"2999","Diprotodontia","Macropodidae","Simosthenurus","gilli","Simosthenurus gilli",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000","Diprotodontia","Macropodidae","Macropus","thor","Macropus thor",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001","Diprotodontia","Vombatidae","Vombatus","hacketti","Vombatus hacketti",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5769597745,NA,NA,NA,NA,NA,NA,NA
"3002","Artiodactyla","Bovidae","Antidorcas","marsupialis","Antidorcas marsupialis",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,31500,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","7275.6666667","7112.6816667",500.475,"2563.1526833",2563.152683,"Antidorcas marsupialis",0.781,5.333,3.057,1.396359904,NA,NA,NA,NA,NA,NA,NA
"3003","Carnivora","Hyaenidae","Hyaena","brunnea","Hyaena brunnea",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32200.306,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","8017.8333333","6922.8333333",1095,"3102.6216667",3102.621667,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3,23.38,899.99
"3004","Artiodactyla","Tayassuidae","Tayassu","pecari","Tayassu pecari",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,32233.688,"2",FALSE,TRUE,TRUE,FALSE,FALSE,2,"Eurasia","8577.5","8050.83",842.67,"3177.4107",3177.4107,"Tayassu pecari",0.126,0.781,0.4535,4.618295106,NA,NA,NA,NA,40.97,10.68,NA
"3005","Carnivora","Canidae","Canis","lupus","Canis lupus",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,34933.2935,"2",FALSE,TRUE,FALSE,TRUE,FALSE,1,"North.America","8601.8333333","8054.3333333",547.5,"2883.2566667",2883.256667,"Canis lupus",2.588,3.6,3.094,0.6536759403,NA,NA,NA,NA,159.86,43.13,180
"3006","Pholidota","Manidae","Manis","gigantea","Manis gigantea",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32999.701,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007","Artiodactyla","Cervidae","Elaphodus","cephalophus","Elaphodus cephalophus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,33500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","8285.5","7555.5",730,"2921.095",2555,"Elaphodus cephalophus",0.0117,0.126,0.06885,10.80215099,NA,NA,NA,NA,NA,NA,NA
"3008","Artiodactyla","Bovidae","Antidorcas","bondi","Antidorcas bondi",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,34000,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368479918,NA,NA,NA,NA,NA,NA,NA
"3009","Primates","Hominidae","Pan","paniscus","Pan paniscus",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,34000.085,"1",TRUE,FALSE,FALSE,FALSE,FALSE,3,"Africa","18797.5","no information",NA,"no information",9125,NA,NA,NA,NA,2.408060332,NA,NA,NA,NA,27.93,NA,NA
"3010","Artiodactyla","Cervidae","Axis","porcinus","Axis porcinus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,35000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7652.8333333","7231.8333333",421,"2518.2316667",2555,NA,NA,NA,NA,1.9439498215,NA,NA,NA,NA,0.52,NA,NA
"3011","Artiodactyla","Bovidae","Hemitragus","jemlahicus","Hemitragus jemlahicus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35200,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","7957","7227",730,"2825.83",2555,"Hemitragus jemlahicus",0.126,2.588,1.357,0.64336000005,NA,NA,NA,NA,NA,NA,NA
"3012","Artiodactyla","Tayassuidae","Catagonus","wagneri","Catagonus wagneri",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35566.407,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"Eurasia","3285","2555",730,"1470.95",1470.95,NA,NA,NA,NA,2.6900350985,NA,NA,NA,NA,7,8.03,NA
"3013","Artiodactyla","Cervidae","Muntiacus","crinifrons","Muntiacus crinifrons",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36140.986,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","4805.225","4379.225",426,"1695.97525",2190,NA,NA,NA,NA,2.068184715,NA,NA,NA,NA,NA,NA,NA
"3014","Carnivora","Hyaenidae","Hyaena","hyaena","Hyaena hyaena",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41705.115,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"Africa","8881.6666667","8043.8366667",1018.33,"3351.0426333",3351.042633,"Hyaena hyaena",2.588,5.333,3.9605,1.4120499095,NA,NA,NA,NA,45.19,47.87,NA
"3015","Artiodactyla","Bovidae","Antilope","cervicapra","Antilope cervicapra",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,37500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7835.3333333","7166.1733333",669.16,"2747.3502667",2747.350267,NA,NA,NA,NA,4.248590907,NA,NA,NA,NA,0.62,NA,NA
"3016","Artiodactyla","Bovidae","Bubalus","bubalis","Bubalus bubalis",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,37500,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,"Bubalus bubalis",0.126,0.781,0.4535,NA,NA,NA,NA,NA,3.63,NA,912.49
"3017","Artiodactyla","Bovidae","Litocranius","walleri","Litocranius walleri",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,37999.685,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","5268.1666667","4705.4666667",562.7,"1927.2853333",2555,"Litocranius walleri",0.0117,2.588,1.29985,3.462059841,NA,NA,NA,NA,NA,NA,NA
"3018","Rodentia","Castoridae","Trogontherium","cuvieri","Trogontherium cuvieri",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,39994.475,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"North.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019","Artiodactyla","Bovidae","Antidorcas","australis","Antidorcas australis",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40000,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2902451485,NA,NA,NA,NA,NA,NA,NA
"3020","Diprotodontia","Potoroidae","Propleopus","oscillans","Propleopus oscillans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,"Propleopus oscillans",0.0117,2.588,1.29985,18.73709828,NA,NA,NA,NA,NA,NA,NA
"3021","Diprotodontia","Macropodidae","Troposodon","minor","Troposodon minor",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.878321263,NA,NA,NA,NA,NA,NA,NA
"3022","Artiodactyla","Bovidae","Eudorcas","rufina","Eudorcas rufina",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40000,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","no information","no information",NA,"no information",1943.920417,NA,NA,NA,NA,0.94659465225,NA,NA,NA,NA,NA,NA,NA
"3023","Artiodactyla","Cervidae","Ozotoceros","bezoarticus","Ozotoceros bezoarticus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40000.001,"1",FALSE,FALSE,TRUE,FALSE,FALSE,2,"Eurasia","7993.5","7859.43",567.45,"2846.6847",2846.6847,"Ozotoceros bezoarticus",0.012,0.781,0.3965,1.956814461,NA,NA,NA,NA,6.16,5.78,NA
"3024","Artiodactyla","Bovidae","Nanger","soemmerringii","Nanger soemmerringii",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40000.001,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","5657.5","4855.27",802.23,"2210.2583",2555,NA,NA,NA,NA,0.99994845425,NA,NA,NA,NA,NA,NA,NA
"3025","Artiodactyla","Bovidae","Capra","falconeri","Capra falconeri",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,41000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","5730.5","5000.5",730,"2180.145",2555,NA,NA,NA,NA,0.76878137635,NA,NA,NA,NA,NA,NA,NA
"3026","Primates","Hominidae","Pan","troglodytes","Pan troglodytes",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,42500,"1",TRUE,FALSE,FALSE,FALSE,FALSE,3,"Africa","21790.5","16717",5073.5,"9921.43",7300,NA,NA,NA,NA,2.408060332,NA,NA,NA,NA,10.85,12.5,NA
"3027","Artiodactyla","Bovidae","Tragelaphus","scriptus","Tragelaphus scriptus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,43250.387,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","5024.8333333","4380.6833333",644.15,"1914.5481667",1914.548167,"Tragelaphus scriptus",2.588,5.333,3.9605,2.1709350495,NA,NA,NA,NA,0.02,0.02,NA
"3028","Carnivora","Felidae","Acinonyx","jubatus","Acinonyx jubatus",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46700,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7117.5","5900.23",1217.27,"2928.3367",2190,"Acinonyx jubatus",2.588,5.333,3.9605,4.806144949,NA,NA,NA,NA,88.27,94.38,465
"3029","Artiodactyla","Cervidae","Capreolus","pygargus","Capreolus pygargus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43752.211,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","7040.85","6424.01",1200.84,"3063.8029",3063.8029,NA,NA,NA,NA,3.0261501375,NA,NA,NA,NA,0.99,1.06,NA
"3030","Artiodactyla","Bovidae","Redunca","redunca","Redunca redunca",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,44050.415,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","6570","6068",502,"2261.72",2261.72,"Redunca redunca",0.126,2.588,1.357,1.5816551815,NA,NA,NA,NA,NA,NA,NA
"3031","Artiodactyla","Bovidae","Gazella","atlantica","Gazella atlantica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,44500,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4437335265,NA,NA,NA,NA,NA,NA,NA
"3032","Artiodactyla","Bovidae","Pseudois","nayaur","Pseudois nayaur",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","8382.8333333","7652.8333333",730,"2949.3216667",2949.321667,NA,NA,NA,NA,1.273059854,NA,NA,NA,NA,NA,NA,NA
"3033","Cingulata","Dasypodidae","Dasypus","bellus","Dasypus bellus",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,45000,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"South.America",NA,NA,NA,NA,NA,"Dasypus bellus",1.8,4.9,3.35,4.5128546885,NA,NA,NA,NA,NA,NA,NA
"3034","Cingulata","Dasypodidae","Priodontes","maximus","Priodontes maximus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,45359.682,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"South.America","5475","5270.53",450.71,"1979.1637",1979.1637,"Priodontes maximus",0,0.0117,0.00585,18.25744874,NA,NA,NA,NA,3.19,4.52,NA
"3035","Carnivora","Felidae","Panthera","pardus","Panthera pardus",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50249.8295,"2",TRUE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","8918.1666667","7771.1566667",1147.01,"3400.6454333",3400.645433,"Panthera pardus",2.588,5.333,3.9605,3.107979715,NA,NA,NA,NA,18.78,21.08,599.99
"3036","Carnivora","Felidae","Uncia","uncia","Uncia uncia",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45625,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.72,24.07,NA
"3037","Carnivora","Ursidae","Helarctos","malayanus","Helarctos malayanus",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,46000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"North.America","10402.5","8210.5",2192,"4573.045",3650,NA,NA,NA,NA,3.237765223,NA,NA,NA,NA,NA,NA,NA
"3038","Artiodactyla","Antilocapridae","Antilocapra","americana","Antilocapra americana",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,46082.921,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America","4805.8333333","4440.8333333",365,"1652.8416667",1652.841667,"Antilocapra americana",0.3,2.588,1.444,12.33539921,NA,NA,NA,NA,8.05,9.53,NA
"3039","Diprotodontia","Macropodidae","Macropus","rufus","Macropus rufus",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,46250,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia","10037.5","9490",547.5,"3299.6",3299.6,NA,NA,NA,NA,1.426145229,NA,NA,NA,NA,4.08,4.41,NA
"3040","Artiodactyla","Bovidae","Capra","nubiana","Capra nubiana",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,62624.8405,"2",TRUE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","6436.1666667","5706.1666667",730,"2384.7883333",2920,NA,NA,NA,NA,0.64010700005,NA,NA,NA,NA,NA,NA,NA
"3041","Cingulata","Dasypodidae","Propraopus","grandis","Propraopus grandis",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,47000,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"South.America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042","Artiodactyla","Camelidae","Vicugna","vicugna","Vicugna vicugna",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,47499.605,"1",FALSE,FALSE,TRUE,FALSE,FALSE,1,"North.America","9879.3333333","8738.7133333",1140.62,"3674.8468667",3674.846867,"Vicugna vicugna",0.012,0.781,0.3965,4.2183095165,NA,NA,NA,NA,0.12,0.13,NA
"3043","Artiodactyla","Bovidae","Ammotragus","lervia","Ammotragus lervia",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,48000,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","7750.1666667","7342.5866667",407.58,"2536.9301333",1825,NA,NA,NA,NA,1.151794849,NA,NA,NA,NA,7.06,6.62,NA
"3044","Diprotodontia","Vombatidae","Lasiorhinus","angustidens","Lasiorhinus angustidens",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045","Artiodactyla","Bovidae","Ovis","aries","Ovis aries",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,"Ovis aries",0.0117,2.588,1.29985,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Artiodactyla","Bovidae","Capra","pyrenaica","Capra pyrenaica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","5840","4744",1096,"2471.76",2471.76,NA,NA,NA,NA,0.84484082545,NA,NA,NA,NA,0.64,0.51,NA
"3047","Artiodactyla","Bovidae","Saiga","spp.","Saiga spp.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50000,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","Diprotodontia","Macropodidae","Simosthenurus","brownei","Simosthenurus brownei",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,50000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049","Diprotodontia","Vombatidae","Phascolomys","medius","Phascolomys medius",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9247900115,NA,NA,NA,NA,NA,NA,NA
"3050","Carnivora","Canidae","Aenocyon","dirus","Canis dirus",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57500,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"North.America",NA,NA,NA,NA,NA,"Canis dirus",0.781,2.588,1.6845,1.558845214,NA,NA,NA,NA,NA,NA,NA
"3051","Carnivora","Felidae","Puma","concolor","Puma concolor",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51600.035,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Eurasia","7762.3333333","7138.7933333",623.54,"2693.7900667",2693.790067,"Puma concolor",1.8,4.9,3.35,1.912800044,NA,NA,NA,NA,129.89,138.87,419.99
"3052","Tubulidentata","Orycteropodidae","Orycteropus","afer","Orycteropus afer",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52350.399,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Africa","9818.5","8723.5",1095,"3624.815",3624.815,"Orycteropus afer",2.588,23.03,12.809,78.58,NA,NA,NA,NA,NA,NA,NA
"3053","Artiodactyla","Bovidae","Aepyceros","melampus","Aepyceros melampus",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,52500.084,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","7433.8333333","6703.8333333",730,"2674.1116667",2674.111667,"Aepyceros melampus",2.588,5.333,3.9605,10.502400485,NA,NA,NA,NA,1.97,2.36,NA
"3054","Artiodactyla","Antilocapridae","Stockoceros","conklingi","Stockoceros conklingi",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,53000,"1",FALSE,TRUE,FALSE,FALSE,FALSE,2,"North.America",NA,NA,NA,NA,NA,"Stockoceros conklingi",0.3,1.8,1.05,2.384284781,NA,NA,NA,NA,NA,NA,NA
"3055","Artiodactyla","Cervidae","Cervus","nippon","Cervus nippon",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,53000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"Eurasia","9385.3666667","8290.3666667",1095,"3499.2063333",3499.206333,NA,NA,NA,NA,1.027130189,NA,NA,NA,NA,1.43,0.62,NA
"3056","Diprotodontia","Macropodidae","Protemnodon","gilli","Protemnodon gilli",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54000,"1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057","Artiodactyla","Cervidae","Odocoileus","hemionus","Odocoileus hemionus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54212.571,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","8030","7482.5",547.5,"2717.425",2717.425,"Odocoileus hemionus",0.3,2.588,1.444,1.7234251585,NA,NA,NA,NA,2.01,2.85,NA
"3058","Artiodactyla","Bovidae","Nanger","granti","Nanger granti",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54999.659,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","5479.8666667","5423.6616667",443.415,"2016.2768833",2016.276883,NA,NA,NA,NA,1.177045189,NA,NA,NA,NA,NA,NA,NA
"3059","Artiodactyla","Bovidae","Capra","caucasica","Capra caucasica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55000,"1",FALSE,FALSE,FALSE,TRUE,FALSE,2,"Eurasia","7701.5","6850.5",851,"2837.645",2555,NA,NA,NA,NA,0.27572401895,NA,NA,NA,NA,NA,NA,NA
"3060","Artiodactyla","Cervidae","Odocoileus","virginianus","Odocoileus virginianus",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55508.565,"2",FALSE,TRUE,TRUE,FALSE,FALSE,1,"Eurasia","8224.6666667","7761.6666667",463,"2713.8833333",2713.883333,"Odocoileus virginianus",1.8,4.9,3.35,1.7234251585,NA,NA,NA,NA,1.99,2.29,NA
"3061","Artiodactyla","Bovidae","Ovis","dalli","Ovis dalli",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55650.619,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"Eurasia","6278","5548",730,"2338.92",2338.92,"Ovis dalli",0.0117,0.126,0.06885,0.3406504781,NA,NA,NA,NA,10.15,14.38,NA
"3062","Artiodactyla","Bovidae","Cephalophus","spadix","Cephalophus spadix",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56000.254,"1",TRUE,FALSE,FALSE,FALSE,FALSE,2,"Eurasia","1978.3","1430.3",548,"962.787",962.787,NA,NA,NA,NA,1.294970059,NA,NA,NA,NA,NA,NA,NA
"3063","Artiodactyla","Bovidae","Redunca","arundinum","Redunca arundinum",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58000.268,"1",TRUE,FALSE,FALSE,FALSE,FALSE,1,"Eurasia","6119.8333333","5389.8333333",730,"2293.0516667",2293.051667,"Redunca arundinum",0.781,5.333,3.057,1.645035268,NA,NA,NA,NA,NA,NA,NA
"3064","Rodentia","Caviidae","Neochoerus","aesopi","Neochoerus aesopi",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60000,"1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"South.America",NA,NA,NA,NA,NA,"Neochoerus aesopi",1.8,4.9,3.35,8.492841012,NA,NA,NA,NA,NA,NA,NA
