n.two;carn.pisc;carn.invt;pisc.invt;carn.brow;carn.graz;carn.frug;pisc.brow;pisc.graz;pisc.frug;invt.brow;invt.graz;invt.frug;brow.graz;brow.frug;graz.frug
260;0;17;4;0;1;6;0;0;0;1;0;34;11;21;4
