"North.America","South.America","Eurasia","Africa","Australia"
NA,0.162350597609562,0.020273694880892,0.00510725229826353,0
NA,NA,0.000845665961945032,0.000851063829787234,0
NA,NA,NA,0.0734341252699784,0.00666222518321119
NA,NA,NA,NA,0.00134589502018843
NA,NA,NA,NA,NA
